PRIMARYCOND,MONTH,STATE,SEX,AGEGRP,NVISITS,YEAR
Influenza,3,Alabama,1,60_69,9,2010
Influenza,4,Alabama,1,60_69,2,2010
Influenza,5,Alabama,1,60_69,1,2010
Influenza,7,Alabama,1,60_69,2,2010
Influenza,9,Alabama,1,60_69,5,2010
Influenza,11,Alabama,1,60_69,2,2010
Influenza,12,Alabama,1,60_69,14,2010
Influenza,1,Alabama,2,60_69,8,2010
Influenza,2,Alabama,2,60_69,7,2010
Influenza,3,Alabama,2,60_69,9,2010
Influenza,4,Alabama,2,60_69,4,2010
Influenza,5,Alabama,2,60_69,3,2010
Influenza,6,Alabama,2,60_69,1,2010
Influenza,7,Alabama,2,60_69,1,2010
Influenza,8,Alabama,2,60_69,1,2010
Influenza,9,Alabama,2,60_69,1,2010
Influenza,10,Alabama,2,60_69,5,2010
Influenza,11,Alabama,2,60_69,2,2010
Influenza,12,Alabama,2,60_69,24,2010
Influenza,1,Alaska,1,00_04,1,2010
Influenza,2,Alaska,1,00_04,1,2010
Influenza,3,Alaska,2,00_04,1,2010
Influenza,12,Alaska,2,00_04,1,2010
Influenza,1,Alaska,1,05_09,1,2010
Influenza,3,Alaska,2,05_09,1,2010
Influenza,12,Alaska,2,05_09,2,2010
Influenza,1,Alaska,1,10_19,1,2010
Influenza,12,Alaska,1,10_19,1,2010
Influenza,4,Alaska,2,10_19,1,2010
Influenza,1,Alaska,1,20_29,3,2010
Influenza,3,Alaska,1,20_29,1,2010
Influenza,12,Alaska,1,20_29,1,2010
Influenza,2,Alaska,2,20_29,1,2010
Influenza,11,Alaska,2,20_29,1,2010
Influenza,3,Alaska,1,30_39,1,2010
Influenza,10,Alaska,1,30_39,1,2010
Influenza,11,Alaska,1,30_39,1,2010
Influenza,1,Alaska,2,30_39,1,2010
Influenza,4,Alaska,2,30_39,1,2010
Influenza,6,Alaska,2,30_39,1,2010
Influenza,10,Alaska,2,30_39,1,2010
Influenza,11,Alaska,2,30_39,1,2010
Influenza,1,Alaska,1,40_49,1,2010
Influenza,10,Alaska,1,40_49,1,2010
Influenza,1,Alaska,2,40_49,2,2010
Influenza,3,Alaska,2,40_49,1,2010
Influenza,5,Alaska,2,40_49,1,2010
Influenza,3,Alaska,1,50_59,1,2010
Influenza,10,Alaska,1,50_59,1,2010
Influenza,11,Alaska,1,50_59,2,2010
Influenza,12,Alaska,1,50_59,2,2010
Influenza,1,Alaska,2,50_59,2,2010
Influenza,7,Alaska,2,50_59,2,2010
Influenza,9,Alaska,2,50_59,1,2010
Influenza,2,Alaska,1,60_69,1,2010
Influenza,1,Alaska,2,60_69,1,2010
Influenza,3,Alaska,2,60_69,1,2010
Influenza,1,Arizona,1,00_04,16,2010
Influenza,2,Arizona,1,00_04,14,2010
Influenza,3,Arizona,1,00_04,7,2010
Influenza,4,Arizona,1,00_04,5,2010
Influenza,5,Arizona,1,00_04,1,2010
Influenza,6,Arizona,1,00_04,3,2010
Influenza,7,Arizona,1,00_04,6,2010
Influenza,8,Arizona,1,00_04,6,2010
Influenza,9,Arizona,1,00_04,5,2010
Influenza,10,Arizona,1,00_04,9,2010
Influenza,11,Arizona,1,00_04,5,2010
Influenza,12,Arizona,1,00_04,22,2010
Influenza,1,Arizona,2,00_04,11,2010
Influenza,2,Arizona,2,00_04,10,2010
Influenza,3,Arizona,2,00_04,10,2010
Influenza,4,Arizona,2,00_04,5,2010
Influenza,5,Arizona,2,00_04,4,2010
Influenza,6,Arizona,2,00_04,3,2010
Influenza,7,Arizona,2,00_04,3,2010
Influenza,8,Arizona,2,00_04,2,2010
Influenza,9,Arizona,2,00_04,7,2010
Influenza,10,Arizona,2,00_04,4,2010
Influenza,11,Arizona,2,00_04,4,2010
Influenza,12,Arizona,2,00_04,26,2010
Influenza,1,Arizona,1,05_09,4,2010
Influenza,2,Arizona,1,05_09,10,2010
Influenza,3,Arizona,1,05_09,4,2010
Influenza,4,Arizona,1,05_09,3,2010
Influenza,5,Arizona,1,05_09,2,2010
Influenza,6,Arizona,1,05_09,2,2010
Influenza,7,Arizona,1,05_09,1,2010
Influenza,9,Arizona,1,05_09,3,2010
Influenza,10,Arizona,1,05_09,2,2010
Influenza,11,Arizona,1,05_09,4,2010
Influenza,12,Arizona,1,05_09,16,2010
Influenza,1,Arizona,2,05_09,10,2010
Influenza,2,Arizona,2,05_09,9,2010
Influenza,3,Arizona,2,05_09,5,2010
Influenza,4,Arizona,2,05_09,4,2010
Influenza,5,Arizona,2,05_09,2,2010
Influenza,7,Arizona,2,05_09,1,2010
Influenza,9,Arizona,2,05_09,3,2010
Influenza,11,Arizona,2,05_09,4,2010
Influenza,12,Arizona,2,05_09,22,2010
Influenza,1,Arizona,1,10_19,5,2010
Influenza,2,Arizona,1,10_19,12,2010
Influenza,3,Arizona,1,10_19,10,2010
Influenza,4,Arizona,1,10_19,1,2010
Influenza,5,Arizona,1,10_19,2,2010
Influenza,6,Arizona,1,10_19,3,2010
Influenza,7,Arizona,1,10_19,1,2010
Influenza,8,Arizona,1,10_19,2,2010
Influenza,9,Arizona,1,10_19,6,2010
Influenza,10,Arizona,1,10_19,10,2010
Influenza,11,Arizona,1,10_19,9,2010
Influenza,12,Arizona,1,10_19,21,2010
Influenza,1,Arizona,2,10_19,11,2010
Influenza,2,Arizona,2,10_19,16,2010
Influenza,3,Arizona,2,10_19,9,2010
Influenza,4,Arizona,2,10_19,2,2010
Influenza,5,Arizona,2,10_19,3,2010
Influenza,6,Arizona,2,10_19,1,2010
Influenza,7,Arizona,2,10_19,3,2010
Influenza,8,Arizona,2,10_19,3,2010
Influenza,9,Arizona,2,10_19,3,2010
Influenza,10,Arizona,2,10_19,7,2010
Influenza,11,Arizona,2,10_19,12,2010
Influenza,12,Arizona,2,10_19,17,2010
Influenza,1,Arizona,1,20_29,16,2010
Influenza,2,Arizona,1,20_29,10,2010
Influenza,3,Arizona,1,20_29,5,2010
Influenza,4,Arizona,1,20_29,5,2010
Influenza,6,Arizona,1,20_29,4,2010
Influenza,8,Arizona,1,20_29,2,2010
Influenza,9,Arizona,1,20_29,1,2010
Influenza,10,Arizona,1,20_29,1,2010
Influenza,11,Arizona,1,20_29,4,2010
Influenza,12,Arizona,1,20_29,27,2010
Influenza,1,Arizona,2,20_29,13,2010
Influenza,2,Arizona,2,20_29,14,2010
Influenza,3,Arizona,2,20_29,15,2010
Influenza,4,Arizona,2,20_29,8,2010
Influenza,5,Arizona,2,20_29,2,2010
Influenza,6,Arizona,2,20_29,3,2010
Influenza,7,Arizona,2,20_29,1,2010
Influenza,9,Arizona,2,20_29,3,2010
Influenza,10,Arizona,2,20_29,6,2010
Influenza,11,Arizona,2,20_29,7,2010
Influenza,12,Arizona,2,20_29,20,2010
Influenza,1,Arizona,1,30_39,15,2010
Influenza,2,Arizona,1,30_39,10,2010
Influenza,3,Arizona,1,30_39,8,2010
Influenza,4,Arizona,1,30_39,4,2010
Influenza,5,Arizona,1,30_39,3,2010
Influenza,6,Arizona,1,30_39,3,2010
Influenza,7,Arizona,1,30_39,1,2010
Influenza,8,Arizona,1,30_39,3,2010
Influenza,9,Arizona,1,30_39,1,2010
Influenza,10,Arizona,1,30_39,4,2010
Influenza,11,Arizona,1,30_39,5,2010
Influenza,12,Arizona,1,30_39,15,2010
Influenza,1,Arizona,2,30_39,20,2010
Influenza,2,Arizona,2,30_39,13,2010
Influenza,3,Arizona,2,30_39,13,2010
Influenza,4,Arizona,2,30_39,1,2010
Influenza,5,Arizona,2,30_39,4,2010
Influenza,6,Arizona,2,30_39,4,2010
Influenza,7,Arizona,2,30_39,4,2010
Influenza,8,Arizona,2,30_39,3,2010
Influenza,9,Arizona,2,30_39,5,2010
Influenza,10,Arizona,2,30_39,9,2010
Influenza,11,Arizona,2,30_39,10,2010
Influenza,12,Arizona,2,30_39,29,2010
Influenza,1,Arizona,1,40_49,11,2010
Influenza,2,Arizona,1,40_49,8,2010
Influenza,3,Arizona,1,40_49,2,2010
Influenza,4,Arizona,1,40_49,6,2010
Influenza,5,Arizona,1,40_49,2,2010
Influenza,7,Arizona,1,40_49,2,2010
Influenza,8,Arizona,1,40_49,1,2010
Influenza,9,Arizona,1,40_49,2,2010
Influenza,10,Arizona,1,40_49,2,2010
Influenza,11,Arizona,1,40_49,7,2010
Influenza,12,Arizona,1,40_49,21,2010
Influenza,1,Arizona,2,40_49,19,2010
Influenza,2,Arizona,2,40_49,19,2010
Influenza,3,Arizona,2,40_49,11,2010
Influenza,4,Arizona,2,40_49,5,2010
Influenza,5,Arizona,2,40_49,4,2010
Influenza,6,Arizona,2,40_49,4,2010
Influenza,7,Arizona,2,40_49,3,2010
Influenza,8,Arizona,2,40_49,2,2010
Influenza,9,Arizona,2,40_49,5,2010
Influenza,10,Arizona,2,40_49,10,2010
Influenza,11,Arizona,2,40_49,15,2010
Influenza,12,Arizona,2,40_49,15,2010
Influenza,1,Arizona,1,50_59,15,2010
Influenza,2,Arizona,1,50_59,7,2010
Influenza,3,Arizona,1,50_59,3,2010
Influenza,4,Arizona,1,50_59,5,2010
Influenza,5,Arizona,1,50_59,5,2010
Influenza,6,Arizona,1,50_59,1,2010
Influenza,7,Arizona,1,50_59,3,2010
Influenza,8,Arizona,1,50_59,3,2010
Influenza,9,Arizona,1,50_59,3,2010
Influenza,10,Arizona,1,50_59,2,2010
Influenza,11,Arizona,1,50_59,1,2010
Influenza,12,Arizona,1,50_59,11,2010
Influenza,1,Arizona,2,50_59,19,2010
Influenza,2,Arizona,2,50_59,18,2010
Influenza,3,Arizona,2,50_59,17,2010
Influenza,4,Arizona,2,50_59,3,2010
Influenza,5,Arizona,2,50_59,3,2010
Influenza,6,Arizona,2,50_59,4,2010
Influenza,7,Arizona,2,50_59,1,2010
Influenza,8,Arizona,2,50_59,2,2010
Influenza,9,Arizona,2,50_59,2,2010
Influenza,10,Arizona,2,50_59,1,2010
Influenza,11,Arizona,2,50_59,5,2010
Influenza,12,Arizona,2,50_59,15,2010
Influenza,1,Arizona,1,60_69,8,2010
Influenza,2,Arizona,1,60_69,2,2010
Influenza,3,Arizona,1,60_69,2,2010
Influenza,6,Arizona,1,60_69,1,2010
Influenza,10,Arizona,1,60_69,1,2010
Influenza,11,Arizona,1,60_69,4,2010
Influenza,12,Arizona,1,60_69,3,2010
Influenza,1,Arizona,2,60_69,5,2010
Influenza,2,Arizona,2,60_69,2,2010
Influenza,3,Arizona,2,60_69,3,2010
Influenza,4,Arizona,2,60_69,1,2010
Influenza,5,Arizona,2,60_69,1,2010
Influenza,8,Arizona,2,60_69,1,2010
Influenza,9,Arizona,2,60_69,1,2010
Influenza,10,Arizona,2,60_69,1,2010
Influenza,11,Arizona,2,60_69,1,2010
Influenza,12,Arizona,2,60_69,5,2010
Influenza,1,Arkansas,1,00_04,4,2010
Influenza,2,Arkansas,1,00_04,10,2010
Influenza,3,Arkansas,1,00_04,11,2010
Influenza,4,Arkansas,1,00_04,2,2010
Influenza,5,Arkansas,1,00_04,2,2010
Influenza,6,Arkansas,1,00_04,1,2010
Influenza,8,Arkansas,1,00_04,2,2010
Influenza,11,Arkansas,1,00_04,7,2010
Influenza,12,Arkansas,1,00_04,15,2010
Influenza,1,Arkansas,2,00_04,9,2010
Influenza,2,Arkansas,2,00_04,12,2010
Influenza,3,Arkansas,2,00_04,19,2010
Influenza,4,Arkansas,2,00_04,2,2010
Influenza,10,Arkansas,2,00_04,1,2010
Influenza,11,Arkansas,2,00_04,3,2010
Influenza,12,Arkansas,2,00_04,11,2010
Influenza,1,Arkansas,1,05_09,7,2010
Influenza,2,Arkansas,1,05_09,12,2010
Influenza,3,Arkansas,1,05_09,15,2010
Influenza,6,Arkansas,1,05_09,2,2010
Influenza,10,Arkansas,1,05_09,1,2010
Influenza,11,Arkansas,1,05_09,3,2010
Influenza,12,Arkansas,1,05_09,11,2010
Influenza,1,Arkansas,2,05_09,5,2010
Influenza,2,Arkansas,2,05_09,16,2010
Influenza,3,Arkansas,2,05_09,20,2010
Influenza,4,Arkansas,2,05_09,1,2010
Influenza,6,Arkansas,2,05_09,1,2010
Influenza,8,Arkansas,2,05_09,1,2010
Influenza,9,Arkansas,2,05_09,2,2010
Influenza,11,Arkansas,2,05_09,1,2010
Influenza,12,Arkansas,2,05_09,9,2010
Influenza,1,Arkansas,1,10_19,9,2010
Influenza,2,Arkansas,1,10_19,16,2010
Influenza,3,Arkansas,1,10_19,20,2010
Influenza,4,Arkansas,1,10_19,3,2010
Influenza,5,Arkansas,1,10_19,2,2010
Influenza,6,Arkansas,1,10_19,1,2010
Influenza,8,Arkansas,1,10_19,1,2010
Influenza,9,Arkansas,1,10_19,4,2010
Influenza,11,Arkansas,1,10_19,5,2010
Influenza,12,Arkansas,1,10_19,11,2010
Influenza,1,Arkansas,2,10_19,13,2010
Influenza,2,Arkansas,2,10_19,19,2010
Influenza,3,Arkansas,2,10_19,23,2010
Influenza,4,Arkansas,2,10_19,1,2010
Influenza,5,Arkansas,2,10_19,1,2010
Influenza,10,Arkansas,2,10_19,1,2010
Influenza,11,Arkansas,2,10_19,2,2010
Influenza,12,Arkansas,2,10_19,8,2010
Influenza,1,Arkansas,1,20_29,6,2010
Influenza,2,Arkansas,1,20_29,12,2010
Influenza,3,Arkansas,1,20_29,15,2010
Influenza,4,Arkansas,1,20_29,2,2010
Influenza,5,Arkansas,1,20_29,1,2010
Influenza,8,Arkansas,1,20_29,1,2010
Influenza,10,Arkansas,1,20_29,2,2010
Influenza,11,Arkansas,1,20_29,2,2010
Influenza,12,Arkansas,1,20_29,6,2010
Influenza,1,Arkansas,2,20_29,5,2010
Influenza,2,Arkansas,2,20_29,8,2010
Influenza,3,Arkansas,2,20_29,23,2010
Influenza,4,Arkansas,2,20_29,3,2010
Influenza,5,Arkansas,2,20_29,1,2010
Influenza,9,Arkansas,2,20_29,1,2010
Influenza,10,Arkansas,2,20_29,7,2010
Influenza,11,Arkansas,2,20_29,3,2010
Influenza,12,Arkansas,2,20_29,6,2010
Influenza,1,Arkansas,1,30_39,10,2010
Influenza,2,Arkansas,1,30_39,14,2010
Influenza,3,Arkansas,1,30_39,26,2010
Influenza,4,Arkansas,1,30_39,4,2010
Influenza,6,Arkansas,1,30_39,1,2010
Influenza,8,Arkansas,1,30_39,4,2010
Influenza,9,Arkansas,1,30_39,2,2010
Influenza,10,Arkansas,1,30_39,3,2010
Influenza,11,Arkansas,1,30_39,3,2010
Influenza,12,Arkansas,1,30_39,13,2010
Influenza,1,Arkansas,2,30_39,8,2010
Influenza,2,Arkansas,2,30_39,20,2010
Influenza,3,Arkansas,2,30_39,21,2010
Influenza,4,Arkansas,2,30_39,1,2010
Influenza,7,Arkansas,2,30_39,1,2010
Influenza,8,Arkansas,2,30_39,1,2010
Influenza,9,Arkansas,2,30_39,2,2010
Influenza,10,Arkansas,2,30_39,5,2010
Influenza,11,Arkansas,2,30_39,6,2010
Influenza,12,Arkansas,2,30_39,7,2010
Influenza,1,Arkansas,1,40_49,11,2010
Influenza,2,Arkansas,1,40_49,5,2010
Influenza,3,Arkansas,1,40_49,21,2010
Influenza,4,Arkansas,1,40_49,2,2010
Influenza,5,Arkansas,1,40_49,1,2010
Influenza,7,Arkansas,1,40_49,1,2010
Influenza,8,Arkansas,1,40_49,1,2010
Influenza,9,Arkansas,1,40_49,4,2010
Influenza,10,Arkansas,1,40_49,3,2010
Influenza,11,Arkansas,1,40_49,5,2010
Influenza,12,Arkansas,1,40_49,6,2010
Influenza,1,Arkansas,2,40_49,10,2010
Influenza,2,Arkansas,2,40_49,9,2010
Influenza,3,Arkansas,2,40_49,25,2010
Influenza,4,Arkansas,2,40_49,4,2010
Influenza,6,Arkansas,2,40_49,1,2010
Influenza,8,Arkansas,2,40_49,1,2010
Influenza,9,Arkansas,2,40_49,4,2010
Influenza,10,Arkansas,2,40_49,2,2010
Influenza,11,Arkansas,2,40_49,3,2010
Influenza,12,Arkansas,2,40_49,16,2010
Influenza,1,Arkansas,1,50_59,9,2010
Influenza,2,Arkansas,1,50_59,4,2010
Influenza,3,Arkansas,1,50_59,8,2010
Influenza,4,Arkansas,1,50_59,1,2010
Influenza,5,Arkansas,1,50_59,2,2010
Influenza,8,Arkansas,1,50_59,2,2010
Influenza,11,Arkansas,1,50_59,4,2010
Influenza,12,Arkansas,1,50_59,10,2010
Influenza,1,Arkansas,2,50_59,10,2010
Influenza,2,Arkansas,2,50_59,12,2010
Influenza,3,Arkansas,2,50_59,18,2010
Influenza,5,Arkansas,2,50_59,3,2010
Influenza,9,Arkansas,2,50_59,1,2010
Influenza,10,Arkansas,2,50_59,1,2010
Influenza,11,Arkansas,2,50_59,5,2010
Influenza,12,Arkansas,2,50_59,6,2010
Influenza,1,Arkansas,1,60_69,1,2010
Influenza,2,Arkansas,1,60_69,1,2010
Influenza,3,Arkansas,1,60_69,1,2010
Influenza,12,Arkansas,1,60_69,1,2010
Influenza,1,Arkansas,2,60_69,4,2010
Influenza,2,Arkansas,2,60_69,1,2010
Influenza,3,Arkansas,2,60_69,4,2010
Influenza,10,Arkansas,2,60_69,1,2010
Influenza,12,Arkansas,2,60_69,5,2010
Influenza,1,California,1,00_04,146,2010
Influenza,2,California,1,00_04,129,2010
Influenza,3,California,1,00_04,96,2010
Influenza,4,California,1,00_04,61,2010
Influenza,5,California,1,00_04,60,2010
Influenza,6,California,1,00_04,47,2010
Influenza,7,California,1,00_04,31,2010
Influenza,8,California,1,00_04,23,2010
Influenza,9,California,1,00_04,62,2010
Influenza,10,California,1,00_04,68,2010
Influenza,11,California,1,00_04,60,2010
Influenza,12,California,1,00_04,83,2010
Influenza,1,California,2,00_04,162,2010
Influenza,2,California,2,00_04,125,2010
Influenza,3,California,2,00_04,68,2010
Influenza,4,California,2,00_04,39,2010
Influenza,5,California,2,00_04,46,2010
Influenza,6,California,2,00_04,29,2010
Influenza,7,California,2,00_04,28,2010
Influenza,8,California,2,00_04,21,2010
Influenza,9,California,2,00_04,43,2010
Influenza,10,California,2,00_04,59,2010
Influenza,11,California,2,00_04,77,2010
Influenza,12,California,2,00_04,114,2010
Influenza,1,California,1,05_09,120,2010
Influenza,2,California,1,05_09,94,2010
Influenza,3,California,1,05_09,64,2010
Influenza,4,California,1,05_09,33,2010
Influenza,5,California,1,05_09,35,2010
Influenza,6,California,1,05_09,18,2010
Influenza,7,California,1,05_09,9,2010
Influenza,8,California,1,05_09,14,2010
Influenza,9,California,1,05_09,23,2010
Influenza,10,California,1,05_09,44,2010
Influenza,11,California,1,05_09,51,2010
Influenza,12,California,1,05_09,106,2010
Influenza,1,California,2,05_09,77,2010
Influenza,2,California,2,05_09,81,2010
Influenza,3,California,2,05_09,77,2010
Influenza,4,California,2,05_09,34,2010
Influenza,5,California,2,05_09,25,2010
Influenza,6,California,2,05_09,25,2010
Influenza,7,California,2,05_09,9,2010
Influenza,8,California,2,05_09,19,2010
Influenza,9,California,2,05_09,34,2010
Influenza,10,California,2,05_09,52,2010
Influenza,11,California,2,05_09,59,2010
Influenza,12,California,2,05_09,83,2010
Influenza,1,California,1,10_19,182,2010
Influenza,2,California,1,10_19,155,2010
Influenza,3,California,1,10_19,152,2010
Influenza,4,California,1,10_19,64,2010
Influenza,5,California,1,10_19,42,2010
Influenza,6,California,1,10_19,39,2010
Influenza,7,California,1,10_19,32,2010
Influenza,8,California,1,10_19,23,2010
Influenza,9,California,1,10_19,51,2010
Influenza,10,California,1,10_19,72,2010
Influenza,11,California,1,10_19,70,2010
Influenza,12,California,1,10_19,163,2010
Influenza,1,California,2,10_19,167,2010
Influenza,2,California,2,10_19,186,2010
Influenza,3,California,2,10_19,134,2010
Influenza,4,California,2,10_19,79,2010
Influenza,5,California,2,10_19,51,2010
Influenza,6,California,2,10_19,42,2010
Influenza,7,California,2,10_19,28,2010
Influenza,8,California,2,10_19,31,2010
Influenza,9,California,2,10_19,45,2010
Influenza,10,California,2,10_19,77,2010
Influenza,11,California,2,10_19,92,2010
Influenza,12,California,2,10_19,157,2010
Influenza,1,California,1,20_29,103,2010
