COND2,MONTH,STATE,SEX,AGEGRP,NVISITS
Acute sinusitis,9,Alabama,1,00_04,35
Bacterial pneumonia,9,Alabama,1,00_04,3
Influenza,9,Alabama,1,00_04,1
Other pharyngitis,9,Alabama,1,00_04,45
Other/None,9,Alabama,1,00_04,5020
Otitis media,9,Alabama,1,00_04,65
SSTIs,9,Alabama,1,00_04,2
UTIs,9,Alabama,1,00_04,1
Acute sinusitis,10,Alabama,1,00_04,42
Bacterial pneumonia,10,Alabama,1,00_04,2
Influenza,10,Alabama,1,00_04,1
Other pharyngitis,10,Alabama,1,00_04,42
Other/None,10,Alabama,1,00_04,6107
Otitis media,10,Alabama,1,00_04,72
SSTIs,10,Alabama,1,00_04,5
Acute sinusitis,11,Alabama,1,00_04,35
Bacterial pneumonia,11,Alabama,1,00_04,14
Influenza,11,Alabama,1,00_04,2
Other pharyngitis,11,Alabama,1,00_04,46
Other/None,11,Alabama,1,00_04,5677
Otitis media,11,Alabama,1,00_04,95
SSTIs,11,Alabama,1,00_04,2
UTIs,11,Alabama,1,00_04,1
Acute sinusitis,12,Alabama,1,00_04,34
Bacterial pneumonia,12,Alabama,1,00_04,3
Influenza,12,Alabama,1,00_04,36
Other pharyngitis,12,Alabama,1,00_04,66
Other/None,12,Alabama,1,00_04,5765
Otitis media,12,Alabama,1,00_04,111
SSTIs,12,Alabama,1,00_04,1
UTIs,12,Alabama,1,00_04,1
Acute sinusitis,1,Alabama,2,00_04,26
Bacterial pneumonia,1,Alabama,2,00_04,3
Influenza,1,Alabama,2,00_04,1
Other pharyngitis,1,Alabama,2,00_04,50
Other/None,1,Alabama,2,00_04,5758
Otitis media,1,Alabama,2,00_04,81
SSTIs,1,Alabama,2,00_04,8
UTIs,1,Alabama,2,00_04,7
Acute sinusitis,2,Alabama,2,00_04,27
Bacterial pneumonia,2,Alabama,2,00_04,7
Influenza,2,Alabama,2,00_04,2
Other pharyngitis,2,Alabama,2,00_04,54
Other/None,2,Alabama,2,00_04,5745
Otitis media,2,Alabama,2,00_04,112
SSTIs,2,Alabama,2,00_04,1
UTIs,2,Alabama,2,00_04,1
Viral pneumonia,2,Alabama,2,00_04,2
Acute sinusitis,3,Alabama,2,00_04,24
Bacterial pneumonia,3,Alabama,2,00_04,7
Other pharyngitis,3,Alabama,2,00_04,35
Other/None,3,Alabama,2,00_04,5016
Otitis media,3,Alabama,2,00_04,76
SSTIs,3,Alabama,2,00_04,4
UTIs,3,Alabama,2,00_04,1
Acute sinusitis,4,Alabama,2,00_04,13
Bacterial pneumonia,4,Alabama,2,00_04,3
Influenza,4,Alabama,2,00_04,2
Other pharyngitis,4,Alabama,2,00_04,41
Other/None,4,Alabama,2,00_04,4866
Otitis media,4,Alabama,2,00_04,63
SSTIs,4,Alabama,2,00_04,5
UTIs,4,Alabama,2,00_04,3
Acute sinusitis,5,Alabama,2,00_04,22
Bacterial pneumonia,5,Alabama,2,00_04,5
Influenza,5,Alabama,2,00_04,1
Other pharyngitis,5,Alabama,2,00_04,47
Other/None,5,Alabama,2,00_04,4706
Otitis media,5,Alabama,2,00_04,55
SSTIs,5,Alabama,2,00_04,7
UTIs,5,Alabama,2,00_04,5
Acute sinusitis,6,Alabama,2,00_04,16
Bacterial pneumonia,6,Alabama,2,00_04,5
Other pharyngitis,6,Alabama,2,00_04,29
Other/None,6,Alabama,2,00_04,3979
Otitis media,6,Alabama,2,00_04,36
SSTIs,6,Alabama,2,00_04,5
UTIs,6,Alabama,2,00_04,1
Acute sinusitis,7,Alabama,2,00_04,12
Bacterial pneumonia,7,Alabama,2,00_04,2
Other pharyngitis,7,Alabama,2,00_04,20
Other/None,7,Alabama,2,00_04,3882
Otitis media,7,Alabama,2,00_04,36
SSTIs,7,Alabama,2,00_04,10
UTIs,7,Alabama,2,00_04,1
Acute sinusitis,8,Alabama,2,00_04,6
Bacterial pneumonia,8,Alabama,2,00_04,2
Other pharyngitis,8,Alabama,2,00_04,28
Other/None,8,Alabama,2,00_04,4340
Otitis media,8,Alabama,2,00_04,29
SSTIs,8,Alabama,2,00_04,4
UTIs,8,Alabama,2,00_04,7
Acute sinusitis,9,Alabama,2,00_04,26
Bacterial pneumonia,9,Alabama,2,00_04,3
Other pharyngitis,9,Alabama,2,00_04,52
Other/None,9,Alabama,2,00_04,4314
Otitis media,9,Alabama,2,00_04,43
SSTIs,9,Alabama,2,00_04,7
UTIs,9,Alabama,2,00_04,3
Acute sinusitis,10,Alabama,2,00_04,32
Bacterial pneumonia,10,Alabama,2,00_04,3
Influenza,10,Alabama,2,00_04,3
Other pharyngitis,10,Alabama,2,00_04,64
Other/None,10,Alabama,2,00_04,5306
Otitis media,10,Alabama,2,00_04,50
SSTIs,10,Alabama,2,00_04,6
UTIs,10,Alabama,2,00_04,5
Viral pneumonia,10,Alabama,2,00_04,1
Acute sinusitis,11,Alabama,2,00_04,40
Bacterial pneumonia,11,Alabama,2,00_04,2
Influenza,11,Alabama,2,00_04,9
Other pharyngitis,11,Alabama,2,00_04,51
Other/None,11,Alabama,2,00_04,5021
Otitis media,11,Alabama,2,00_04,78
SSTIs,11,Alabama,2,00_04,2
UTIs,11,Alabama,2,00_04,4
Viral pneumonia,11,Alabama,2,00_04,1
Acute sinusitis,12,Alabama,2,00_04,37
Bacterial pneumonia,12,Alabama,2,00_04,5
Influenza,12,Alabama,2,00_04,32
Other pharyngitis,12,Alabama,2,00_04,60
Other/None,12,Alabama,2,00_04,5128
Otitis media,12,Alabama,2,00_04,91
SSTIs,12,Alabama,2,00_04,3
UTIs,12,Alabama,2,00_04,4
Acute sinusitis,1,Alabama,1,05_09,24
Bacterial pneumonia,1,Alabama,1,05_09,4
Other pharyngitis,1,Alabama,1,05_09,44
Other/None,1,Alabama,1,05_09,4382
Otitis media,1,Alabama,1,05_09,26
SSTIs,1,Alabama,1,05_09,6
Viral pneumonia,1,Alabama,1,05_09,2
Acute sinusitis,2,Alabama,1,05_09,49
Bacterial pneumonia,2,Alabama,1,05_09,4
Influenza,2,Alabama,1,05_09,8
Other pharyngitis,2,Alabama,1,05_09,55
Other/None,2,Alabama,1,05_09,4933
Otitis media,2,Alabama,1,05_09,41
SSTIs,2,Alabama,1,05_09,5
Acute sinusitis,3,Alabama,1,05_09,31
Bacterial pneumonia,3,Alabama,1,05_09,7
Influenza,3,Alabama,1,05_09,6
Other pharyngitis,3,Alabama,1,05_09,48
Other/None,3,Alabama,1,05_09,4621
Otitis media,3,Alabama,1,05_09,22
SSTIs,3,Alabama,1,05_09,7
UTIs,3,Alabama,1,05_09,2
Acute sinusitis,4,Alabama,1,05_09,25
Bacterial pneumonia,4,Alabama,1,05_09,4
Influenza,4,Alabama,1,05_09,2
Other pharyngitis,4,Alabama,1,05_09,50
Other/None,4,Alabama,1,05_09,4390
Otitis media,4,Alabama,1,05_09,12
SSTIs,4,Alabama,1,05_09,5
Viral pneumonia,4,Alabama,1,05_09,1
Acute sinusitis,5,Alabama,1,05_09,34
Bacterial pneumonia,5,Alabama,1,05_09,3
Other pharyngitis,5,Alabama,1,05_09,45
Other/None,5,Alabama,1,05_09,4503
Otitis media,5,Alabama,1,05_09,31
SSTIs,5,Alabama,1,05_09,6
Acute sinusitis,6,Alabama,1,05_09,12
Bacterial pneumonia,6,Alabama,1,05_09,2
Other pharyngitis,6,Alabama,1,05_09,28
Other/None,6,Alabama,1,05_09,3701
Otitis media,6,Alabama,1,05_09,14
SSTIs,6,Alabama,1,05_09,5
Acute sinusitis,7,Alabama,1,05_09,16
Bacterial pneumonia,7,Alabama,1,05_09,1
Other pharyngitis,7,Alabama,1,05_09,17
Other/None,7,Alabama,1,05_09,3739
Otitis media,7,Alabama,1,05_09,17
SSTIs,7,Alabama,1,05_09,7
Acute sinusitis,8,Alabama,1,05_09,25
Bacterial pneumonia,8,Alabama,1,05_09,2
Other pharyngitis,8,Alabama,1,05_09,33
Other/None,8,Alabama,1,05_09,4376
Otitis media,8,Alabama,1,05_09,13
SSTIs,8,Alabama,1,05_09,12
Acute sinusitis,9,Alabama,1,05_09,37
Bacterial pneumonia,9,Alabama,1,05_09,4
Influenza,9,Alabama,1,05_09,1
Other pharyngitis,9,Alabama,1,05_09,47
Other/None,9,Alabama,1,05_09,4563
Otitis media,9,Alabama,1,05_09,11
SSTIs,9,Alabama,1,05_09,10
Acute sinusitis,10,Alabama,1,05_09,41
Bacterial pneumonia,10,Alabama,1,05_09,6
Influenza,10,Alabama,1,05_09,1
Other pharyngitis,10,Alabama,1,05_09,60
Other/None,10,Alabama,1,05_09,5606
Otitis media,10,Alabama,1,05_09,22
SSTIs,10,Alabama,1,05_09,7
UTIs,10,Alabama,1,05_09,1
Acute sinusitis,11,Alabama,1,05_09,34
Bacterial pneumonia,11,Alabama,1,05_09,6
Influenza,11,Alabama,1,05_09,6
Other pharyngitis,11,Alabama,1,05_09,61
Other/None,11,Alabama,1,05_09,5222
Otitis media,11,Alabama,1,05_09,27
SSTIs,11,Alabama,1,05_09,4
UTIs,11,Alabama,1,05_09,1
Acute sinusitis,12,Alabama,1,05_09,47
Bacterial pneumonia,12,Alabama,1,05_09,4
Influenza,12,Alabama,1,05_09,36
Other pharyngitis,12,Alabama,1,05_09,77
Other/None,12,Alabama,1,05_09,4952
Otitis media,12,Alabama,1,05_09,17
SSTIs,12,Alabama,1,05_09,5
Viral pneumonia,12,Alabama,1,05_09,1
Acute sinusitis,1,Alabama,2,05_09,24
Bacterial pneumonia,1,Alabama,2,05_09,3
Influenza,1,Alabama,2,05_09,5
Other pharyngitis,1,Alabama,2,05_09,57
Other/None,1,Alabama,2,05_09,3820
Otitis media,1,Alabama,2,05_09,31
SSTIs,1,Alabama,2,05_09,1
UTIs,1,Alabama,2,05_09,8
Acute sinusitis,2,Alabama,2,05_09,32
Bacterial pneumonia,2,Alabama,2,05_09,4
Influenza,2,Alabama,2,05_09,1
Other pharyngitis,2,Alabama,2,05_09,72
Other/None,2,Alabama,2,05_09,4370
Otitis media,2,Alabama,2,05_09,31
SSTIs,2,Alabama,2,05_09,4
UTIs,2,Alabama,2,05_09,7
Acute sinusitis,3,Alabama,2,05_09,23
Bacterial pneumonia,3,Alabama,2,05_09,4
Influenza,3,Alabama,2,05_09,7
Other pharyngitis,3,Alabama,2,05_09,41
Other/None,3,Alabama,2,05_09,4064
Otitis media,3,Alabama,2,05_09,19
SSTIs,3,Alabama,2,05_09,2
UTIs,3,Alabama,2,05_09,3
Acute sinusitis,4,Alabama,2,05_09,22
Bacterial pneumonia,4,Alabama,2,05_09,1
Influenza,4,Alabama,2,05_09,1
Other pharyngitis,4,Alabama,2,05_09,42
Other/None,4,Alabama,2,05_09,3774
Otitis media,4,Alabama,2,05_09,20
SSTIs,4,Alabama,2,05_09,1
UTIs,4,Alabama,2,05_09,5
Acute sinusitis,5,Alabama,2,05_09,27
Bacterial pneumonia,5,Alabama,2,05_09,5
Other pharyngitis,5,Alabama,2,05_09,36
Other/None,5,Alabama,2,05_09,3885
Otitis media,5,Alabama,2,05_09,32
SSTIs,5,Alabama,2,05_09,4
UTIs,5,Alabama,2,05_09,2
Acute sinusitis,6,Alabama,2,05_09,13
Bacterial pneumonia,6,Alabama,2,05_09,2
Other pharyngitis,6,Alabama,2,05_09,26
Other/None,6,Alabama,2,05_09,3186
Otitis media,6,Alabama,2,05_09,17
SSTIs,6,Alabama,2,05_09,4
UTIs,6,Alabama,2,05_09,3
Acute sinusitis,7,Alabama,2,05_09,9
Bacterial pneumonia,7,Alabama,2,05_09,2
Other pharyngitis,7,Alabama,2,05_09,22
Other/None,7,Alabama,2,05_09,3089
Otitis media,7,Alabama,2,05_09,16
SSTIs,7,Alabama,2,05_09,2
UTIs,7,Alabama,2,05_09,1
Acute sinusitis,8,Alabama,2,05_09,15
Bacterial pneumonia,8,Alabama,2,05_09,1
Other pharyngitis,8,Alabama,2,05_09,31
Other/None,8,Alabama,2,05_09,3645
Otitis media,8,Alabama,2,05_09,17
SSTIs,8,Alabama,2,05_09,5
UTIs,8,Alabama,2,05_09,3
Acute sinusitis,9,Alabama,2,05_09,24
Bacterial pneumonia,9,Alabama,2,05_09,4
Other pharyngitis,9,Alabama,2,05_09,52
Other/None,9,Alabama,2,05_09,3824
Otitis media,9,Alabama,2,05_09,12
SSTIs,9,Alabama,2,05_09,2
UTIs,9,Alabama,2,05_09,2
Acute sinusitis,10,Alabama,2,05_09,30
Influenza,10,Alabama,2,05_09,2
Other pharyngitis,10,Alabama,2,05_09,60
Other/None,10,Alabama,2,05_09,4911
Otitis media,10,Alabama,2,05_09,23
SSTIs,10,Alabama,2,05_09,7
UTIs,10,Alabama,2,05_09,3
Acute sinusitis,11,Alabama,2,05_09,30
Bacterial pneumonia,11,Alabama,2,05_09,4
Influenza,11,Alabama,2,05_09,9
Other pharyngitis,11,Alabama,2,05_09,57
Other/None,11,Alabama,2,05_09,4571
Otitis media,11,Alabama,2,05_09,22
SSTIs,11,Alabama,2,05_09,2
UTIs,11,Alabama,2,05_09,3
Acute sinusitis,12,Alabama,2,05_09,46
Bacterial pneumonia,12,Alabama,2,05_09,7
Influenza,12,Alabama,2,05_09,31
Other pharyngitis,12,Alabama,2,05_09,96
Other/None,12,Alabama,2,05_09,4524
Otitis media,12,Alabama,2,05_09,30
SSTIs,12,Alabama,2,05_09,4
UTIs,12,Alabama,2,05_09,2
Acute sinusitis,1,Alabama,1,10_19,53
Influenza,1,Alabama,1,10_19,1
Other pharyngitis,1,Alabama,1,10_19,86
Other/None,1,Alabama,1,10_19,10410
Otitis media,1,Alabama,1,10_19,16
SSTIs,1,Alabama,1,10_19,12
UTIs,1,Alabama,1,10_19,1
Acute sinusitis,2,Alabama,1,10_19,93
Influenza,2,Alabama,1,10_19,5
Other pharyngitis,2,Alabama,1,10_19,121
Other/None,2,Alabama,1,10_19,11322
Otitis media,2,Alabama,1,10_19,33
SSTIs,2,Alabama,1,10_19,16
UTIs,2,Alabama,1,10_19,1
Viral pneumonia,2,Alabama,1,10_19,1
Acute sinusitis,3,Alabama,1,10_19,54
Bacterial pneumonia,3,Alabama,1,10_19,3
Influenza,3,Alabama,1,10_19,10
Other pharyngitis,3,Alabama,1,10_19,68
Other/None,3,Alabama,1,10_19,10639
Otitis media,3,Alabama,1,10_19,22
SSTIs,3,Alabama,1,10_19,23
Acute sinusitis,4,Alabama,1,10_19,63
Bacterial pneumonia,4,Alabama,1,10_19,5
Influenza,4,Alabama,1,10_19,3
Other pharyngitis,4,Alabama,1,10_19,73
Other/None,4,Alabama,1,10_19,10694
Otitis media,4,Alabama,1,10_19,20
SSTIs,4,Alabama,1,10_19,19
UTIs,4,Alabama,1,10_19,4
Acute sinusitis,5,Alabama,1,10_19,47
Bacterial pneumonia,5,Alabama,1,10_19,2
Influenza,5,Alabama,1,10_19,1
Other pharyngitis,5,Alabama,1,10_19,64
Other/None,5,Alabama,1,10_19,10573
Otitis media,5,Alabama,1,10_19,16
SSTIs,5,Alabama,1,10_19,26
UTIs,5,Alabama,1,10_19,2
Acute sinusitis,6,Alabama,1,10_19,33
Influenza,6,Alabama,1,10_19,1
Other pharyngitis,6,Alabama,1,10_19,30
Other/None,6,Alabama,1,10_19,9165
Otitis media,6,Alabama,1,10_19,13
SSTIs,6,Alabama,1,10_19,21
UTIs,6,Alabama,1,10_19,2
Acute sinusitis,7,Alabama,1,10_19,22
Bacterial pneumonia,7,Alabama,1,10_19,1
Other pharyngitis,7,Alabama,1,10_19,24
Other/None,7,Alabama,1,10_19,9314
Otitis media,7,Alabama,1,10_19,17
SSTIs,7,Alabama,1,10_19,22
UTIs,7,Alabama,1,10_19,3
Acute sinusitis,8,Alabama,1,10_19,42
Bacterial pneumonia,8,Alabama,1,10_19,2
Other pharyngitis,8,Alabama,1,10_19,44
Other/None,8,Alabama,1,10_19,11423
Otitis media,8,Alabama,1,10_19,14
SSTIs,8,Alabama,1,10_19,18
UTIs,8,Alabama,1,10_19,2
Acute sinusitis,9,Alabama,1,10_19,77
Bacterial pneumonia,9,Alabama,1,10_19,3
Other pharyngitis,9,Alabama,1,10_19,78
Other/None,9,Alabama,1,10_19,10989
Otitis media,9,Alabama,1,10_19,13
SSTIs,9,Alabama,1,10_19,24
UTIs,9,Alabama,1,10_19,1
Acute sinusitis,10,Alabama,1,10_19,77
Bacterial pneumonia,10,Alabama,1,10_19,2
Influenza,10,Alabama,1,10_19,4
Other pharyngitis,10,Alabama,1,10_19,91
Other/None,10,Alabama,1,10_19,13025
Otitis media,10,Alabama,1,10_19,12
SSTIs,10,Alabama,1,10_19,26
UTIs,10,Alabama,1,10_19,2
Acute sinusitis,11,Alabama,1,10_19,87
Bacterial pneumonia,11,Alabama,1,10_19,2
Influenza,11,Alabama,1,10_19,11
Other pharyngitis,11,Alabama,1,10_19,93
Other/None,11,Alabama,1,10_19,11167
Otitis media,11,Alabama,1,10_19,22
SSTIs,11,Alabama,1,10_19,22
UTIs,11,Alabama,1,10_19,2
Acute sinusitis,12,Alabama,1,10_19,82
Bacterial pneumonia,12,Alabama,1,10_19,6
Influenza,12,Alabama,1,10_19,36
Other pharyngitis,12,Alabama,1,10_19,124
Other/None,12,Alabama,1,10_19,10512
Otitis media,12,Alabama,1,10_19,25
SSTIs,12,Alabama,1,10_19,21
Acute sinusitis,1,Alabama,2,10_19,72
Bacterial pneumonia,1,Alabama,2,10_19,1
Other pharyngitis,1,Alabama,2,10_19,101
Other/None,1,Alabama,2,10_19,12486
Otitis media,1,Alabama,2,10_19,26
SSTIs,1,Alabama,2,10_19,17
UTIs,1,Alabama,2,10_19,16
Acute sinusitis,2,Alabama,2,10_19,75
Bacterial pneumonia,2,Alabama,2,10_19,3
Influenza,2,Alabama,2,10_19,5
Other pharyngitis,2,Alabama,2,10_19,112
Other/None,2,Alabama,2,10_19,13742
Otitis media,2,Alabama,2,10_19,28
SSTIs,2,Alabama,2,10_19,24
UTIs,2,Alabama,2,10_19,23
Viral pneumonia,2,Alabama,2,10_19,1
Acute sinusitis,3,Alabama,2,10_19,59
Bacterial pneumonia,3,Alabama,2,10_19,2
Influenza,3,Alabama,2,10_19,13
Other pharyngitis,3,Alabama,2,10_19,87
Other/None,3,Alabama,2,10_19,12468
Otitis media,3,Alabama,2,10_19,14
SSTIs,3,Alabama,2,10_19,20
UTIs,3,Alabama,2,10_19,16
Acute sinusitis,4,Alabama,2,10_19,58
Bacterial pneumonia,4,Alabama,2,10_19,1
Influenza,4,Alabama,2,10_19,1
Other pharyngitis,4,Alabama,2,10_19,81
Other/None,4,Alabama,2,10_19,12451
Otitis media,4,Alabama,2,10_19,16
SSTIs,4,Alabama,2,10_19,19
Strep pharyngitis,4,Alabama,2,10_19,1
UTIs,4,Alabama,2,10_19,14
Acute sinusitis,5,Alabama,2,10_19,53
Bacterial pneumonia,5,Alabama,2,10_19,3
Influenza,5,Alabama,2,10_19,1
Other pharyngitis,5,Alabama,2,10_19,73
Other/None,5,Alabama,2,10_19,12242
Otitis media,5,Alabama,2,10_19,19
SSTIs,5,Alabama,2,10_19,20
Strep pharyngitis,5,Alabama,2,10_19,1
UTIs,5,Alabama,2,10_19,20
Acute sinusitis,6,Alabama,2,10_19,24
Bacterial pneumonia,6,Alabama,2,10_19,3
Influenza,6,Alabama,2,10_19,1
Other pharyngitis,6,Alabama,2,10_19,38
Other/None,6,Alabama,2,10_19,10946
Otitis media,6,Alabama,2,10_19,10
SSTIs,6,Alabama,2,10_19,17
UTIs,6,Alabama,2,10_19,14
Acute sinusitis,7,Alabama,2,10_19,23
Bacterial pneumonia,7,Alabama,2,10_19,4
Other pharyngitis,7,Alabama,2,10_19,23
Other/None,7,Alabama,2,10_19,11653
Otitis media,7,Alabama,2,10_19,10
SSTIs,7,Alabama,2,10_19,20
UTIs,7,Alabama,2,10_19,7
Acute sinusitis,8,Alabama,2,10_19,42
Bacterial pneumonia,8,Alabama,2,10_19,2
Other pharyngitis,8,Alabama,2,10_19,60
Other/None,8,Alabama,2,10_19,13096
Otitis media,8,Alabama,2,10_19,11
SSTIs,8,Alabama,2,10_19,16
UTIs,8,Alabama,2,10_19,24
Acute sinusitis,9,Alabama,2,10_19,82
Bacterial pneumonia,9,Alabama,2,10_19,3
Influenza,9,Alabama,2,10_19,3
Other pharyngitis,9,Alabama,2,10_19,93
Other/None,9,Alabama,2,10_19,12063
Otitis media,9,Alabama,2,10_19,22
SSTIs,9,Alabama,2,10_19,19
UTIs,9,Alabama,2,10_19,23
Acute sinusitis,10,Alabama,2,10_19,70
Bacterial pneumonia,10,Alabama,2,10_19,6
Influenza,10,Alabama,2,10_19,2
Other pharyngitis,10,Alabama,2,10_19,102
Other/None,10,Alabama,2,10_19,14509
Otitis media,10,Alabama,2,10_19,22
SSTIs,10,Alabama,2,10_19,12
UTIs,10,Alabama,2,10_19,23
Acute sinusitis,11,Alabama,2,10_19,79
Bacterial pneumonia,11,Alabama,2,10_19,5
Influenza,11,Alabama,2,10_19,8
Other pharyngitis,11,Alabama,2,10_19,134
Other/None,11,Alabama,2,10_19,13246
Otitis media,11,Alabama,2,10_19,22
SSTIs,11,Alabama,2,10_19,13
UTIs,11,Alabama,2,10_19,18
Acute sinusitis,12,Alabama,2,10_19,87
Bacterial pneumonia,12,Alabama,2,10_19,1
Influenza,12,Alabama,2,10_19,40
Other pharyngitis,12,Alabama,2,10_19,145
Other/None,12,Alabama,2,10_19,12527
Otitis media,12,Alabama,2,10_19,22
SSTIs,12,Alabama,2,10_19,23
UTIs,12,Alabama,2,10_19,18
Viral pneumonia,12,Alabama,2,10_19,2
Acute sinusitis,1,Alabama,1,20_29,48
Influenza,1,Alabama,1,20_29,1
Other pharyngitis,1,Alabama,1,20_29,53
Other/None,1,Alabama,1,20_29,7199
Otitis media,1,Alabama,1,20_29,11
SSTIs,1,Alabama,1,20_29,12
UTIs,1,Alabama,1,20_29,3
Acute sinusitis,2,Alabama,1,20_29,50
Influenza,2,Alabama,1,20_29,6
Other pharyngitis,2,Alabama,1,20_29,41
Other/None,2,Alabama,1,20_29,7578
Otitis media,2,Alabama,1,20_29,10
SSTIs,2,Alabama,1,20_29,20
UTIs,2,Alabama,1,20_29,3
Acute sinusitis,3,Alabama,1,20_29,47
Influenza,3,Alabama,1,20_29,7
Other pharyngitis,3,Alabama,1,20_29,32
Other/None,3,Alabama,1,20_29,8122
Otitis media,3,Alabama,1,20_29,7
SSTIs,3,Alabama,1,20_29,31
Strep pharyngitis,3,Alabama,1,20_29,1
UTIs,3,Alabama,1,20_29,2
Acute sinusitis,4,Alabama,1,20_29,49
Influenza,4,Alabama,1,20_29,3
Other pharyngitis,4,Alabama,1,20_29,32
Other/None,4,Alabama,1,20_29,7275
Otitis media,4,Alabama,1,20_29,7
SSTIs,4,Alabama,1,20_29,22
UTIs,4,Alabama,1,20_29,5
Acute sinusitis,5,Alabama,1,20_29,29
Bacterial pneumonia,5,Alabama,1,20_29,1
Other pharyngitis,5,Alabama,1,20_29,33
Other/None,5,Alabama,1,20_29,7987
Otitis media,5,Alabama,1,20_29,1
SSTIs,5,Alabama,1,20_29,20
UTIs,5,Alabama,1,20_29,3
Acute sinusitis,6,Alabama,1,20_29,29
Influenza,6,Alabama,1,20_29,1
Other pharyngitis,6,Alabama,1,20_29,30
Other/None,6,Alabama,1,20_29,7427
Otitis media,6,Alabama,1,20_29,8
SSTIs,6,Alabama,1,20_29,26
UTIs,6,Alabama,1,20_29,2
Acute sinusitis,7,Alabama,1,20_29,19
Bacterial pneumonia,7,Alabama,1,20_29,2
Other pharyngitis,7,Alabama,1,20_29,22
Other/None,7,Alabama,1,20_29,7528
Otitis media,7,Alabama,1,20_29,10
SSTIs,7,Alabama,1,20_29,18
UTIs,7,Alabama,1,20_29,3
Acute sinusitis,8,Alabama,1,20_29,30
Bacterial pneumonia,8,Alabama,1,20_29,2
Influenza,8,Alabama,1,20_29,1
Other pharyngitis,8,Alabama,1,20_29,29
Other/None,8,Alabama,1,20_29,8117
Otitis media,8,Alabama,1,20_29,8
SSTIs,8,Alabama,1,20_29,19
UTIs,8,Alabama,1,20_29,5
Acute sinusitis,9,Alabama,1,20_29,39
Bacterial pneumonia,9,Alabama,1,20_29,1
Other pharyngitis,9,Alabama,1,20_29,36
Other/None,9,Alabama,1,20_29,7366
Otitis media,9,Alabama,1,20_29,9
SSTIs,9,Alabama,1,20_29,24
UTIs,9,Alabama,1,20_29,3
Acute sinusitis,10,Alabama,1,20_29,41
Bacterial pneumonia,10,Alabama,1,20_29,1
Other pharyngitis,10,Alabama,1,20_29,39
Other/None,10,Alabama,1,20_29,8326
Otitis media,10,Alabama,1,20_29,5
SSTIs,10,Alabama,1,20_29,19
UTIs,10,Alabama,1,20_29,3
Acute sinusitis,11,Alabama,1,20_29,50
Influenza,11,Alabama,1,20_29,3
Other pharyngitis,11,Alabama,1,20_29,48
Other/None,11,Alabama,1,20_29,7717
Otitis media,11,Alabama,1,20_29,11
SSTIs,11,Alabama,1,20_29,17
UTIs,11,Alabama,1,20_29,5
Acute sinusitis,12,Alabama,1,20_29,53
Bacterial pneumonia,12,Alabama,1,20_29,3
Influenza,12,Alabama,1,20_29,21
Other pharyngitis,12,Alabama,1,20_29,59
