COND1,MONTH,STATE,SEX,AGEGRP,NVISITS
Influenza,4,Alabama,1,05_09,29
Other pharyngitis,4,Alabama,1,05_09,249
Other/None,4,Alabama,1,05_09,3869
Otitis media,4,Alabama,1,05_09,130
SSTIs,4,Alabama,1,05_09,41
UTIs,4,Alabama,1,05_09,5
Viral pneumonia,4,Alabama,1,05_09,1
Acute sinusitis,5,Alabama,1,05_09,161
Bacterial pneumonia,5,Alabama,1,05_09,53
Influenza,5,Alabama,1,05_09,13
Other pharyngitis,5,Alabama,1,05_09,296
Other/None,5,Alabama,1,05_09,3862
Otitis media,5,Alabama,1,05_09,154
SSTIs,5,Alabama,1,05_09,76
UTIs,5,Alabama,1,05_09,7
Acute sinusitis,6,Alabama,1,05_09,69
Bacterial pneumonia,6,Alabama,1,05_09,33
Influenza,6,Alabama,1,05_09,4
Other pharyngitis,6,Alabama,1,05_09,153
Other/None,6,Alabama,1,05_09,3289
Otitis media,6,Alabama,1,05_09,120
SSTIs,6,Alabama,1,05_09,89
UTIs,6,Alabama,1,05_09,5
Acute sinusitis,7,Alabama,1,05_09,58
Bacterial pneumonia,7,Alabama,1,05_09,17
Influenza,7,Alabama,1,05_09,1
Other pharyngitis,7,Alabama,1,05_09,128
Other/None,7,Alabama,1,05_09,3383
Otitis media,7,Alabama,1,05_09,120
SSTIs,7,Alabama,1,05_09,81
UTIs,7,Alabama,1,05_09,9
Acute sinusitis,8,Alabama,1,05_09,82
Bacterial pneumonia,8,Alabama,1,05_09,30
Influenza,8,Alabama,1,05_09,1
Other pharyngitis,8,Alabama,1,05_09,170
Other/None,8,Alabama,1,05_09,4012
Otitis media,8,Alabama,1,05_09,101
SSTIs,8,Alabama,1,05_09,63
UTIs,8,Alabama,1,05_09,2
Acute sinusitis,9,Alabama,1,05_09,94
Bacterial pneumonia,9,Alabama,1,05_09,38
Influenza,9,Alabama,1,05_09,2
Other pharyngitis,9,Alabama,1,05_09,263
Other/None,9,Alabama,1,05_09,4056
Otitis media,9,Alabama,1,05_09,132
SSTIs,9,Alabama,1,05_09,80
UTIs,9,Alabama,1,05_09,8
Acute sinusitis,10,Alabama,1,05_09,148
Bacterial pneumonia,10,Alabama,1,05_09,62
Influenza,10,Alabama,1,05_09,11
Other pharyngitis,10,Alabama,1,05_09,331
Other/None,10,Alabama,1,05_09,5013
Otitis media,10,Alabama,1,05_09,108
SSTIs,10,Alabama,1,05_09,64
UTIs,10,Alabama,1,05_09,6
Viral pneumonia,10,Alabama,1,05_09,1
Acute sinusitis,11,Alabama,1,05_09,197
Bacterial pneumonia,11,Alabama,1,05_09,59
Influenza,11,Alabama,1,05_09,99
Other pharyngitis,11,Alabama,1,05_09,363
Other/None,11,Alabama,1,05_09,4443
Otitis media,11,Alabama,1,05_09,158
SSTIs,11,Alabama,1,05_09,39
UTIs,11,Alabama,1,05_09,1
Viral pneumonia,11,Alabama,1,05_09,2
Acute sinusitis,12,Alabama,1,05_09,200
Bacterial pneumonia,12,Alabama,1,05_09,34
Influenza,12,Alabama,1,05_09,398
Other pharyngitis,12,Alabama,1,05_09,359
Other/None,12,Alabama,1,05_09,3915
Otitis media,12,Alabama,1,05_09,194
SSTIs,12,Alabama,1,05_09,35
UTIs,12,Alabama,1,05_09,3
Viral pneumonia,12,Alabama,1,05_09,1
Acute sinusitis,1,Alabama,2,05_09,163
Bacterial pneumonia,1,Alabama,2,05_09,29
Influenza,1,Alabama,2,05_09,11
Other pharyngitis,1,Alabama,2,05_09,365
Other/None,1,Alabama,2,05_09,3095
Otitis media,1,Alabama,2,05_09,164
SSTIs,1,Alabama,2,05_09,45
UTIs,1,Alabama,2,05_09,77
Acute sinusitis,2,Alabama,2,05_09,197
Bacterial pneumonia,2,Alabama,2,05_09,50
Influenza,2,Alabama,2,05_09,49
Other pharyngitis,2,Alabama,2,05_09,428
Other/None,2,Alabama,2,05_09,3454
Otitis media,2,Alabama,2,05_09,236
SSTIs,2,Alabama,2,05_09,31
UTIs,2,Alabama,2,05_09,74
Viral pneumonia,2,Alabama,2,05_09,2
Acute sinusitis,3,Alabama,2,05_09,135
Bacterial pneumonia,3,Alabama,2,05_09,30
Influenza,3,Alabama,2,05_09,77
Other pharyngitis,3,Alabama,2,05_09,314
Other/None,3,Alabama,2,05_09,3304
Otitis media,3,Alabama,2,05_09,181
SSTIs,3,Alabama,2,05_09,47
UTIs,3,Alabama,2,05_09,75
Acute sinusitis,4,Alabama,2,05_09,119
Bacterial pneumonia,4,Alabama,2,05_09,19
Influenza,4,Alabama,2,05_09,26
Other pharyngitis,4,Alabama,2,05_09,284
Other/None,4,Alabama,2,05_09,3190
Otitis media,4,Alabama,2,05_09,124
SSTIs,4,Alabama,2,05_09,48
UTIs,4,Alabama,2,05_09,56
Acute sinusitis,5,Alabama,2,05_09,113
Bacterial pneumonia,5,Alabama,2,05_09,40
Influenza,5,Alabama,2,05_09,14
Other pharyngitis,5,Alabama,2,05_09,291
Other/None,5,Alabama,2,05_09,3277
Otitis media,5,Alabama,2,05_09,125
SSTIs,5,Alabama,2,05_09,61
UTIs,5,Alabama,2,05_09,69
Viral pneumonia,5,Alabama,2,05_09,1
Acute sinusitis,6,Alabama,2,05_09,65
Bacterial pneumonia,6,Alabama,2,05_09,29
Influenza,6,Alabama,2,05_09,5
Other pharyngitis,6,Alabama,2,05_09,165
Other/None,6,Alabama,2,05_09,2756
Otitis media,6,Alabama,2,05_09,110
SSTIs,6,Alabama,2,05_09,61
UTIs,6,Alabama,2,05_09,60
Acute sinusitis,7,Alabama,2,05_09,56
Bacterial pneumonia,7,Alabama,2,05_09,26
Influenza,7,Alabama,2,05_09,1
Other pharyngitis,7,Alabama,2,05_09,141
Other/None,7,Alabama,2,05_09,2704
Otitis media,7,Alabama,2,05_09,102
SSTIs,7,Alabama,2,05_09,48
UTIs,7,Alabama,2,05_09,63
Acute sinusitis,8,Alabama,2,05_09,81
Bacterial pneumonia,8,Alabama,2,05_09,13
Other pharyngitis,8,Alabama,2,05_09,227
Other/None,8,Alabama,2,05_09,3156
Otitis media,8,Alabama,2,05_09,101
SSTIs,8,Alabama,2,05_09,78
UTIs,8,Alabama,2,05_09,61
Acute sinusitis,9,Alabama,2,05_09,137
Bacterial pneumonia,9,Alabama,2,05_09,21
Influenza,9,Alabama,2,05_09,4
Other pharyngitis,9,Alabama,2,05_09,317
Other/None,9,Alabama,2,05_09,3187
Otitis media,9,Alabama,2,05_09,110
SSTIs,9,Alabama,2,05_09,74
UTIs,9,Alabama,2,05_09,69
Viral pneumonia,9,Alabama,2,05_09,1
Acute sinusitis,10,Alabama,2,05_09,146
Bacterial pneumonia,10,Alabama,2,05_09,36
Influenza,10,Alabama,2,05_09,8
Other pharyngitis,10,Alabama,2,05_09,398
Other/None,10,Alabama,2,05_09,4216
Otitis media,10,Alabama,2,05_09,108
SSTIs,10,Alabama,2,05_09,58
UTIs,10,Alabama,2,05_09,64
Viral pneumonia,10,Alabama,2,05_09,2
Acute sinusitis,11,Alabama,2,05_09,178
Bacterial pneumonia,11,Alabama,2,05_09,47
Influenza,11,Alabama,2,05_09,95
Other pharyngitis,11,Alabama,2,05_09,395
Other/None,11,Alabama,2,05_09,3739
Otitis media,11,Alabama,2,05_09,154
SSTIs,11,Alabama,2,05_09,47
UTIs,11,Alabama,2,05_09,40
Viral pneumonia,11,Alabama,2,05_09,3
Acute sinusitis,12,Alabama,2,05_09,199
Bacterial pneumonia,12,Alabama,2,05_09,49
Influenza,12,Alabama,2,05_09,334
Other pharyngitis,12,Alabama,2,05_09,388
Other/None,12,Alabama,2,05_09,3502
Otitis media,12,Alabama,2,05_09,191
SSTIs,12,Alabama,2,05_09,28
UTIs,12,Alabama,2,05_09,47
Viral pneumonia,12,Alabama,2,05_09,2
Acute sinusitis,1,Alabama,1,10_19,482
Bacterial pneumonia,1,Alabama,1,10_19,38
Influenza,1,Alabama,1,10_19,28
Other pharyngitis,1,Alabama,1,10_19,516
Other/None,1,Alabama,1,10_19,9234
Otitis media,1,Alabama,1,10_19,100
SSTIs,1,Alabama,1,10_19,165
Strep pharyngitis,1,Alabama,1,10_19,1
UTIs,1,Alabama,1,10_19,15
Acute sinusitis,2,Alabama,1,10_19,567
Bacterial pneumonia,2,Alabama,1,10_19,39
Influenza,2,Alabama,1,10_19,64
Other pharyngitis,2,Alabama,1,10_19,715
Other/None,2,Alabama,1,10_19,9840
Otitis media,2,Alabama,1,10_19,147
SSTIs,2,Alabama,1,10_19,188
Strep pharyngitis,2,Alabama,1,10_19,6
UTIs,2,Alabama,1,10_19,22
Viral pneumonia,2,Alabama,1,10_19,4
Acute sinusitis,3,Alabama,1,10_19,340
Bacterial pneumonia,3,Alabama,1,10_19,30
Influenza,3,Alabama,1,10_19,86
Other pharyngitis,3,Alabama,1,10_19,426
Other/None,3,Alabama,1,10_19,9636
Otitis media,3,Alabama,1,10_19,103
SSTIs,3,Alabama,1,10_19,166
UTIs,3,Alabama,1,10_19,30
Viral pneumonia,3,Alabama,1,10_19,2
Acute sinusitis,4,Alabama,1,10_19,363
Bacterial pneumonia,4,Alabama,1,10_19,34
Fungal pneumonia,4,Alabama,1,10_19,1
Influenza,4,Alabama,1,10_19,33
Other pharyngitis,4,Alabama,1,10_19,419
Other/None,4,Alabama,1,10_19,9726
Otitis media,4,Alabama,1,10_19,103
SSTIs,4,Alabama,1,10_19,178
UTIs,4,Alabama,1,10_19,22
Viral pneumonia,4,Alabama,1,10_19,2
Acute sinusitis,5,Alabama,1,10_19,334
Bacterial pneumonia,5,Alabama,1,10_19,42
Fungal pneumonia,5,Alabama,1,10_19,1
Influenza,5,Alabama,1,10_19,26
Other pharyngitis,5,Alabama,1,10_19,372
Other/None,5,Alabama,1,10_19,9652
Otitis media,5,Alabama,1,10_19,98
SSTIs,5,Alabama,1,10_19,181
Strep pharyngitis,5,Alabama,1,10_19,1
UTIs,5,Alabama,1,10_19,22
Viral pneumonia,5,Alabama,1,10_19,2
Acute sinusitis,6,Alabama,1,10_19,137
Bacterial pneumonia,6,Alabama,1,10_19,33
Fungal pneumonia,6,Alabama,1,10_19,1
Influenza,6,Alabama,1,10_19,1
Other pharyngitis,6,Alabama,1,10_19,189
Other/None,6,Alabama,1,10_19,8628
Otitis media,6,Alabama,1,10_19,79
SSTIs,6,Alabama,1,10_19,183
UTIs,6,Alabama,1,10_19,14
Acute sinusitis,7,Alabama,1,10_19,133
Bacterial pneumonia,7,Alabama,1,10_19,20
Fungal pneumonia,7,Alabama,1,10_19,1
Influenza,7,Alabama,1,10_19,3
Other pharyngitis,7,Alabama,1,10_19,153
Other/None,7,Alabama,1,10_19,8779
Otitis media,7,Alabama,1,10_19,85
SSTIs,7,Alabama,1,10_19,209
Strep pharyngitis,7,Alabama,1,10_19,1
UTIs,7,Alabama,1,10_19,19
Acute sinusitis,8,Alabama,1,10_19,217
Bacterial pneumonia,8,Alabama,1,10_19,21
Influenza,8,Alabama,1,10_19,5
Other pharyngitis,8,Alabama,1,10_19,302
Other/None,8,Alabama,1,10_19,10659
Otitis media,8,Alabama,1,10_19,81
SSTIs,8,Alabama,1,10_19,243
UTIs,8,Alabama,1,10_19,17
Acute sinusitis,9,Alabama,1,10_19,489
Bacterial pneumonia,9,Alabama,1,10_19,25
Fungal pneumonia,9,Alabama,1,10_19,1
Influenza,9,Alabama,1,10_19,3
Other pharyngitis,9,Alabama,1,10_19,446
Other/None,9,Alabama,1,10_19,9918
Otitis media,9,Alabama,1,10_19,95
SSTIs,9,Alabama,1,10_19,191
UTIs,9,Alabama,1,10_19,17
Acute sinusitis,10,Alabama,1,10_19,410
Bacterial pneumonia,10,Alabama,1,10_19,58
Influenza,10,Alabama,1,10_19,20
Other pharyngitis,10,Alabama,1,10_19,541
Other/None,10,Alabama,1,10_19,11902
Otitis media,10,Alabama,1,10_19,73
SSTIs,10,Alabama,1,10_19,214
UTIs,10,Alabama,1,10_19,21
Acute sinusitis,11,Alabama,1,10_19,486
Bacterial pneumonia,11,Alabama,1,10_19,46
Fungal pneumonia,11,Alabama,1,10_19,1
Influenza,11,Alabama,1,10_19,167
Other pharyngitis,11,Alabama,1,10_19,594
Other/None,11,Alabama,1,10_19,9826
Otitis media,11,Alabama,1,10_19,85
SSTIs,11,Alabama,1,10_19,186
Strep pharyngitis,11,Alabama,1,10_19,1
UTIs,11,Alabama,1,10_19,14
Acute sinusitis,12,Alabama,1,10_19,472
Bacterial pneumonia,12,Alabama,1,10_19,34
Influenza,12,Alabama,1,10_19,568
Other pharyngitis,12,Alabama,1,10_19,649
Other/None,12,Alabama,1,10_19,8824
Otitis media,12,Alabama,1,10_19,110
SSTIs,12,Alabama,1,10_19,130
UTIs,12,Alabama,1,10_19,13
Viral pneumonia,12,Alabama,1,10_19,6
Acute sinusitis,1,Alabama,2,10_19,496
Bacterial pneumonia,1,Alabama,2,10_19,23
Influenza,1,Alabama,2,10_19,21
Other pharyngitis,1,Alabama,2,10_19,691
Other/None,1,Alabama,2,10_19,10941
Otitis media,1,Alabama,2,10_19,105
SSTIs,1,Alabama,2,10_19,188
UTIs,1,Alabama,2,10_19,252
Viral pneumonia,1,Alabama,2,10_19,2
Acute sinusitis,2,Alabama,2,10_19,683
Bacterial pneumonia,2,Alabama,2,10_19,26
Influenza,2,Alabama,2,10_19,48
Other pharyngitis,2,Alabama,2,10_19,862
Other/None,2,Alabama,2,10_19,11830
Otitis media,2,Alabama,2,10_19,138
SSTIs,2,Alabama,2,10_19,224
UTIs,2,Alabama,2,10_19,201
Viral pneumonia,2,Alabama,2,10_19,1
Acute sinusitis,3,Alabama,2,10_19,421
Bacterial pneumonia,3,Alabama,2,10_19,46
Influenza,3,Alabama,2,10_19,55
Other pharyngitis,3,Alabama,2,10_19,584
Other/None,3,Alabama,2,10_19,11068
Otitis media,3,Alabama,2,10_19,119
SSTIs,3,Alabama,2,10_19,191
Strep pharyngitis,3,Alabama,2,10_19,2
UTIs,3,Alabama,2,10_19,193
Acute sinusitis,4,Alabama,2,10_19,418
Bacterial pneumonia,4,Alabama,2,10_19,49
Influenza,4,Alabama,2,10_19,26
Other pharyngitis,4,Alabama,2,10_19,583
Other/None,4,Alabama,2,10_19,11039
Otitis media,4,Alabama,2,10_19,90
SSTIs,4,Alabama,2,10_19,219
UTIs,4,Alabama,2,10_19,218
Acute sinusitis,5,Alabama,2,10_19,365
Bacterial pneumonia,5,Alabama,2,10_19,43
Influenza,5,Alabama,2,10_19,12
Other pharyngitis,5,Alabama,2,10_19,496
Other/None,5,Alabama,2,10_19,10943
Otitis media,5,Alabama,2,10_19,114
SSTIs,5,Alabama,2,10_19,254
UTIs,5,Alabama,2,10_19,205
Acute sinusitis,6,Alabama,2,10_19,166
Bacterial pneumonia,6,Alabama,2,10_19,30
Influenza,6,Alabama,2,10_19,7
Other pharyngitis,6,Alabama,2,10_19,269
Other/None,6,Alabama,2,10_19,10079
Otitis media,6,Alabama,2,10_19,94
SSTIs,6,Alabama,2,10_19,222
Strep pharyngitis,6,Alabama,2,10_19,1
UTIs,6,Alabama,2,10_19,185
Acute sinusitis,7,Alabama,2,10_19,147
Bacterial pneumonia,7,Alabama,2,10_19,29
Other pharyngitis,7,Alabama,2,10_19,250
Other/None,7,Alabama,2,10_19,10794
Otitis media,7,Alabama,2,10_19,87
SSTIs,7,Alabama,2,10_19,219
UTIs,7,Alabama,2,10_19,213
Viral pneumonia,7,Alabama,2,10_19,1
Acute sinusitis,8,Alabama,2,10_19,261
Bacterial pneumonia,8,Alabama,2,10_19,31
Influenza,8,Alabama,2,10_19,1
Other pharyngitis,8,Alabama,2,10_19,387
Other/None,8,Alabama,2,10_19,12086
Otitis media,8,Alabama,2,10_19,80
SSTIs,8,Alabama,2,10_19,204
UTIs,8,Alabama,2,10_19,201
Acute sinusitis,9,Alabama,2,10_19,500
Bacterial pneumonia,9,Alabama,2,10_19,23
Influenza,9,Alabama,2,10_19,16
Other pharyngitis,9,Alabama,2,10_19,635
Other/None,9,Alabama,2,10_19,10580
Otitis media,9,Alabama,2,10_19,93
SSTIs,9,Alabama,2,10_19,239
UTIs,9,Alabama,2,10_19,222
Acute sinusitis,10,Alabama,2,10_19,462
Bacterial pneumonia,10,Alabama,2,10_19,47
Influenza,10,Alabama,2,10_19,20
Other pharyngitis,10,Alabama,2,10_19,641
Other/None,10,Alabama,2,10_19,12975
Otitis media,10,Alabama,2,10_19,100
SSTIs,10,Alabama,2,10_19,266
Strep pharyngitis,10,Alabama,2,10_19,3
UTIs,10,Alabama,2,10_19,232
Acute sinusitis,11,Alabama,2,10_19,577
Bacterial pneumonia,11,Alabama,2,10_19,43
Influenza,11,Alabama,2,10_19,150
Other pharyngitis,11,Alabama,2,10_19,736
Other/None,11,Alabama,2,10_19,11472
Otitis media,11,Alabama,2,10_19,96
SSTIs,11,Alabama,2,10_19,251
Strep pharyngitis,11,Alabama,2,10_19,1
UTIs,11,Alabama,2,10_19,195
Viral pneumonia,11,Alabama,2,10_19,4
Acute sinusitis,12,Alabama,2,10_19,574
Bacterial pneumonia,12,Alabama,2,10_19,41
Influenza,12,Alabama,2,10_19,511
Other pharyngitis,12,Alabama,2,10_19,838
Other/None,12,Alabama,2,10_19,10412
Otitis media,12,Alabama,2,10_19,124
SSTIs,12,Alabama,2,10_19,165
