COND2,MONTH,STATE,SEX,AGEGRP,NVISITS
GI infections,11,Alabama,1,00_04,2
Other pharyngitis,11,Alabama,1,00_04,62
Other/None,11,Alabama,1,00_04,3559
Otitis media,11,Alabama,1,00_04,95
SSTIs,11,Alabama,1,00_04,9
Strep pharyngitis,11,Alabama,1,00_04,12
Acute sinusitis,12,Alabama,1,00_04,50
Bacterial pneumonia,12,Alabama,1,00_04,4
GI infections,12,Alabama,1,00_04,2
Influenza,12,Alabama,1,00_04,2
Other pharyngitis,12,Alabama,1,00_04,62
Other/None,12,Alabama,1,00_04,3362
Otitis media,12,Alabama,1,00_04,132
SSTIs,12,Alabama,1,00_04,8
Strep pharyngitis,12,Alabama,1,00_04,16
Viral pneumonia,12,Alabama,1,00_04,1
Acute sinusitis,1,Alabama,2,00_04,40
Bacterial pneumonia,1,Alabama,2,00_04,3
Influenza,1,Alabama,2,00_04,25
Other pharyngitis,1,Alabama,2,00_04,62
Other/None,1,Alabama,2,00_04,3900
Otitis media,1,Alabama,2,00_04,166
SSTIs,1,Alabama,2,00_04,2
UTIs,1,Alabama,2,00_04,4
Viral pneumonia,1,Alabama,2,00_04,1
Acute sinusitis,2,Alabama,2,00_04,43
Bacterial pneumonia,2,Alabama,2,00_04,5
Influenza,2,Alabama,2,00_04,20
Other pharyngitis,2,Alabama,2,00_04,76
Other/None,2,Alabama,2,00_04,3578
Otitis media,2,Alabama,2,00_04,125
SSTIs,2,Alabama,2,00_04,7
UTIs,2,Alabama,2,00_04,2
Viral pneumonia,2,Alabama,2,00_04,1
Acute sinusitis,3,Alabama,2,00_04,28
Bacterial pneumonia,3,Alabama,2,00_04,3
Influenza,3,Alabama,2,00_04,8
Other pharyngitis,3,Alabama,2,00_04,65
Other/None,3,Alabama,2,00_04,3516
Otitis media,3,Alabama,2,00_04,126
SSTIs,3,Alabama,2,00_04,1
UTIs,3,Alabama,2,00_04,5
Acute sinusitis,4,Alabama,2,00_04,36
Bacterial pneumonia,4,Alabama,2,00_04,4
Other pharyngitis,4,Alabama,2,00_04,68
Other/None,4,Alabama,2,00_04,3372
Otitis media,4,Alabama,2,00_04,120
SSTIs,4,Alabama,2,00_04,8
UTIs,4,Alabama,2,00_04,3
Acute sinusitis,5,Alabama,2,00_04,24
Bacterial pneumonia,5,Alabama,2,00_04,3
Influenza,5,Alabama,2,00_04,1
Other pharyngitis,5,Alabama,2,00_04,50
Other/None,5,Alabama,2,00_04,2850
Otitis media,5,Alabama,2,00_04,82
SSTIs,5,Alabama,2,00_04,8
UTIs,5,Alabama,2,00_04,8
Viral pneumonia,5,Alabama,2,00_04,1
Acute sinusitis,6,Alabama,2,00_04,15
Other pharyngitis,6,Alabama,2,00_04,41
Other/None,6,Alabama,2,00_04,2811
Otitis media,6,Alabama,2,00_04,58
SSTIs,6,Alabama,2,00_04,14
UTIs,6,Alabama,2,00_04,5
Acute sinusitis,7,Alabama,2,00_04,12
Bacterial pneumonia,7,Alabama,2,00_04,2
Influenza,7,Alabama,2,00_04,1
Other pharyngitis,7,Alabama,2,00_04,32
Other/None,7,Alabama,2,00_04,2594
Otitis media,7,Alabama,2,00_04,59
SSTIs,7,Alabama,2,00_04,12
UTIs,7,Alabama,2,00_04,8
Acute sinusitis,8,Alabama,2,00_04,17
Bacterial pneumonia,8,Alabama,2,00_04,1
Other pharyngitis,8,Alabama,2,00_04,49
Other/None,8,Alabama,2,00_04,2727
Otitis media,8,Alabama,2,00_04,53
SSTIs,8,Alabama,2,00_04,7
UTIs,8,Alabama,2,00_04,6
Acute sinusitis,9,Alabama,2,00_04,33
Bacterial pneumonia,9,Alabama,2,00_04,1
Influenza,9,Alabama,2,00_04,2
Other pharyngitis,9,Alabama,2,00_04,51
Other/None,9,Alabama,2,00_04,3001
Otitis media,9,Alabama,2,00_04,50
SSTIs,9,Alabama,2,00_04,9
UTIs,9,Alabama,2,00_04,6
Acute sinusitis,10,Alabama,2,00_04,45
Bacterial pneumonia,10,Alabama,2,00_04,8
GI infections,10,Alabama,2,00_04,2
Influenza,10,Alabama,2,00_04,3
Other pharyngitis,10,Alabama,2,00_04,73
Other/None,10,Alabama,2,00_04,3534
Otitis media,10,Alabama,2,00_04,85
SSTIs,10,Alabama,2,00_04,6
Strep pharyngitis,10,Alabama,2,00_04,16
UTIs,10,Alabama,2,00_04,4
Acute sinusitis,11,Alabama,2,00_04,54
Bacterial pneumonia,11,Alabama,2,00_04,5
GI infections,11,Alabama,2,00_04,3
Influenza,11,Alabama,2,00_04,3
Other pharyngitis,11,Alabama,2,00_04,88
Other/None,11,Alabama,2,00_04,3192
Otitis media,11,Alabama,2,00_04,95
SSTIs,11,Alabama,2,00_04,5
Strep pharyngitis,11,Alabama,2,00_04,15
UTIs,11,Alabama,2,00_04,4
Acute sinusitis,12,Alabama,2,00_04,53
Bacterial pneumonia,12,Alabama,2,00_04,5
GI infections,12,Alabama,2,00_04,3
Other pharyngitis,12,Alabama,2,00_04,76
Other/None,12,Alabama,2,00_04,2955
Otitis media,12,Alabama,2,00_04,114
SSTIs,12,Alabama,2,00_04,13
Strep pharyngitis,12,Alabama,2,00_04,12
UTIs,12,Alabama,2,00_04,5
Viral pneumonia,12,Alabama,2,00_04,1
Acute sinusitis,1,Alabama,1,05_09,25
Bacterial pneumonia,1,Alabama,1,05_09,2
Influenza,1,Alabama,1,05_09,21
Other pharyngitis,1,Alabama,1,05_09,84
Other/None,1,Alabama,1,05_09,2842
Otitis media,1,Alabama,1,05_09,28
SSTIs,1,Alabama,1,05_09,2
Acute sinusitis,2,Alabama,1,05_09,51
Influenza,2,Alabama,1,05_09,15
Other pharyngitis,2,Alabama,1,05_09,94
Other/None,2,Alabama,1,05_09,3067
Otitis media,2,Alabama,1,05_09,49
SSTIs,2,Alabama,1,05_09,7
Acute sinusitis,3,Alabama,1,05_09,32
Bacterial pneumonia,3,Alabama,1,05_09,1
Influenza,3,Alabama,1,05_09,12
Other pharyngitis,3,Alabama,1,05_09,81
Other/None,3,Alabama,1,05_09,2967
Otitis media,3,Alabama,1,05_09,36
SSTIs,3,Alabama,1,05_09,6
Acute sinusitis,4,Alabama,1,05_09,37
Bacterial pneumonia,4,Alabama,1,05_09,2
Influenza,4,Alabama,1,05_09,1
Other pharyngitis,4,Alabama,1,05_09,53
Other/None,4,Alabama,1,05_09,2828
Otitis media,4,Alabama,1,05_09,38
SSTIs,4,Alabama,1,05_09,9
UTIs,4,Alabama,1,05_09,2
Acute sinusitis,5,Alabama,1,05_09,35
Bacterial pneumonia,5,Alabama,1,05_09,3
Influenza,5,Alabama,1,05_09,2
Other pharyngitis,5,Alabama,1,05_09,35
Other/None,5,Alabama,1,05_09,2521
Otitis media,5,Alabama,1,05_09,26
SSTIs,5,Alabama,1,05_09,8
Acute sinusitis,6,Alabama,1,05_09,13
Bacterial pneumonia,6,Alabama,1,05_09,1
Other pharyngitis,6,Alabama,1,05_09,36
Other/None,6,Alabama,1,05_09,2502
Otitis media,6,Alabama,1,05_09,16
SSTIs,6,Alabama,1,05_09,9
UTIs,6,Alabama,1,05_09,1
Acute sinusitis,7,Alabama,1,05_09,13
Bacterial pneumonia,7,Alabama,1,05_09,1
Other pharyngitis,7,Alabama,1,05_09,14
Other/None,7,Alabama,1,05_09,2708
Otitis media,7,Alabama,1,05_09,18
SSTIs,7,Alabama,1,05_09,16
Acute sinusitis,8,Alabama,1,05_09,34
Bacterial pneumonia,8,Alabama,1,05_09,2
Other pharyngitis,8,Alabama,1,05_09,57
Other/None,8,Alabama,1,05_09,2807
Otitis media,8,Alabama,1,05_09,26
SSTIs,8,Alabama,1,05_09,10
UTIs,8,Alabama,1,05_09,1
Acute sinusitis,9,Alabama,1,05_09,37
Bacterial pneumonia,9,Alabama,1,05_09,3
Influenza,9,Alabama,1,05_09,1
Other pharyngitis,9,Alabama,1,05_09,54
Other/None,9,Alabama,1,05_09,3317
Otitis media,9,Alabama,1,05_09,21
SSTIs,9,Alabama,1,05_09,17
Acute sinusitis,10,Alabama,1,05_09,36
Bacterial pneumonia,10,Alabama,1,05_09,2
GI infections,10,Alabama,1,05_09,4
Influenza,10,Alabama,1,05_09,1
Other pharyngitis,10,Alabama,1,05_09,70
Other/None,10,Alabama,1,05_09,3966
Otitis media,10,Alabama,1,05_09,17
SSTIs,10,Alabama,1,05_09,10
Strep pharyngitis,10,Alabama,1,05_09,20
Acute sinusitis,11,Alabama,1,05_09,37
Bacterial pneumonia,11,Alabama,1,05_09,5
GI infections,11,Alabama,1,05_09,5
Other pharyngitis,11,Alabama,1,05_09,70
Other/None,11,Alabama,1,05_09,3143
Otitis media,11,Alabama,1,05_09,21
SSTIs,11,Alabama,1,05_09,10
Strep pharyngitis,11,Alabama,1,05_09,21
Acute sinusitis,12,Alabama,1,05_09,33
Bacterial pneumonia,12,Alabama,1,05_09,10
GI infections,12,Alabama,1,05_09,3
Influenza,12,Alabama,1,05_09,2
Other pharyngitis,12,Alabama,1,05_09,63
Other/None,12,Alabama,1,05_09,2882
Otitis media,12,Alabama,1,05_09,36
SSTIs,12,Alabama,1,05_09,6
Strep pharyngitis,12,Alabama,1,05_09,16
Acute sinusitis,1,Alabama,2,05_09,45
Bacterial pneumonia,1,Alabama,2,05_09,3
Influenza,1,Alabama,2,05_09,23
Other pharyngitis,1,Alabama,2,05_09,96
Other/None,1,Alabama,2,05_09,2673
Otitis media,1,Alabama,2,05_09,24
SSTIs,1,Alabama,2,05_09,7
UTIs,1,Alabama,2,05_09,6
Viral pneumonia,1,Alabama,2,05_09,1
Acute sinusitis,2,Alabama,2,05_09,55
Bacterial pneumonia,2,Alabama,2,05_09,3
Influenza,2,Alabama,2,05_09,23
Other pharyngitis,2,Alabama,2,05_09,121
Other/None,2,Alabama,2,05_09,2758
Otitis media,2,Alabama,2,05_09,58
SSTIs,2,Alabama,2,05_09,6
UTIs,2,Alabama,2,05_09,8
Viral pneumonia,2,Alabama,2,05_09,1
Acute sinusitis,3,Alabama,2,05_09,33
Influenza,3,Alabama,2,05_09,18
Other pharyngitis,3,Alabama,2,05_09,82
Other/None,3,Alabama,2,05_09,2584
Otitis media,3,Alabama,2,05_09,33
SSTIs,3,Alabama,2,05_09,3
UTIs,3,Alabama,2,05_09,4
Acute sinusitis,4,Alabama,2,05_09,34
Bacterial pneumonia,4,Alabama,2,05_09,2
Influenza,4,Alabama,2,05_09,1
Other pharyngitis,4,Alabama,2,05_09,63
Other/None,4,Alabama,2,05_09,2581
Otitis media,4,Alabama,2,05_09,27
SSTIs,4,Alabama,2,05_09,7
UTIs,4,Alabama,2,05_09,2
Acute sinusitis,5,Alabama,2,05_09,21
Bacterial pneumonia,5,Alabama,2,05_09,3
Other pharyngitis,5,Alabama,2,05_09,61
Other/None,5,Alabama,2,05_09,2146
Otitis media,5,Alabama,2,05_09,27
SSTIs,5,Alabama,2,05_09,12
UTIs,5,Alabama,2,05_09,8
Acute sinusitis,6,Alabama,2,05_09,10
Bacterial pneumonia,6,Alabama,2,05_09,2
Other pharyngitis,6,Alabama,2,05_09,30
Other/None,6,Alabama,2,05_09,2163
Otitis media,6,Alabama,2,05_09,30
SSTIs,6,Alabama,2,05_09,9
UTIs,6,Alabama,2,05_09,7
Acute sinusitis,7,Alabama,2,05_09,15
Bacterial pneumonia,7,Alabama,2,05_09,2
Influenza,7,Alabama,2,05_09,1
Other pharyngitis,7,Alabama,2,05_09,28
Other/None,7,Alabama,2,05_09,2288
Otitis media,7,Alabama,2,05_09,17
SSTIs,7,Alabama,2,05_09,6
UTIs,7,Alabama,2,05_09,4
Acute sinusitis,8,Alabama,2,05_09,26
Other pharyngitis,8,Alabama,2,05_09,60
Other/None,8,Alabama,2,05_09,2432
Otitis media,8,Alabama,2,05_09,18
SSTIs,8,Alabama,2,05_09,10
UTIs,8,Alabama,2,05_09,5
Viral pneumonia,8,Alabama,2,05_09,1
Acute sinusitis,9,Alabama,2,05_09,28
Bacterial pneumonia,9,Alabama,2,05_09,1
Other pharyngitis,9,Alabama,2,05_09,55
Other/None,9,Alabama,2,05_09,2810
Otitis media,9,Alabama,2,05_09,22
SSTIs,9,Alabama,2,05_09,10
UTIs,9,Alabama,2,05_09,2
Acute sinusitis,10,Alabama,2,05_09,56
Bacterial pneumonia,10,Alabama,2,05_09,7
GI infections,10,Alabama,2,05_09,6
Influenza,10,Alabama,2,05_09,3
Other pharyngitis,10,Alabama,2,05_09,71
Other/None,10,Alabama,2,05_09,3395
Otitis media,10,Alabama,2,05_09,26
SSTIs,10,Alabama,2,05_09,9
Strep pharyngitis,10,Alabama,2,05_09,27
UTIs,10,Alabama,2,05_09,4
Acute sinusitis,11,Alabama,2,05_09,40
Bacterial pneumonia,11,Alabama,2,05_09,2
GI infections,11,Alabama,2,05_09,1
Influenza,11,Alabama,2,05_09,1
Other pharyngitis,11,Alabama,2,05_09,69
Other/None,11,Alabama,2,05_09,2929
Otitis media,11,Alabama,2,05_09,29
SSTIs,11,Alabama,2,05_09,9
Strep pharyngitis,11,Alabama,2,05_09,19
UTIs,11,Alabama,2,05_09,3
Acute sinusitis,12,Alabama,2,05_09,34
Bacterial pneumonia,12,Alabama,2,05_09,11
GI infections,12,Alabama,2,05_09,3
Influenza,12,Alabama,2,05_09,1
Other pharyngitis,12,Alabama,2,05_09,71
Other/None,12,Alabama,2,05_09,2524
Otitis media,12,Alabama,2,05_09,36
SSTIs,12,Alabama,2,05_09,6
Strep pharyngitis,12,Alabama,2,05_09,13
UTIs,12,Alabama,2,05_09,7
Acute sinusitis,1,Alabama,1,10_19,86
Bacterial pneumonia,1,Alabama,1,10_19,3
Influenza,1,Alabama,1,10_19,36
Other pharyngitis,1,Alabama,1,10_19,189
Other/None,1,Alabama,1,10_19,7542
Otitis media,1,Alabama,1,10_19,38
SSTIs,1,Alabama,1,10_19,28
UTIs,1,Alabama,1,10_19,2
Viral pneumonia,1,Alabama,1,10_19,1
Acute sinusitis,2,Alabama,1,10_19,142
Bacterial pneumonia,2,Alabama,1,10_19,2
Influenza,2,Alabama,1,10_19,46
Other pharyngitis,2,Alabama,1,10_19,223
Other/None,2,Alabama,1,10_19,7290
Otitis media,2,Alabama,1,10_19,35
SSTIs,2,Alabama,1,10_19,36
UTIs,2,Alabama,1,10_19,2
Viral pneumonia,2,Alabama,1,10_19,1
Acute sinusitis,3,Alabama,1,10_19,88
Bacterial pneumonia,3,Alabama,1,10_19,1
Influenza,3,Alabama,1,10_19,28
Other pharyngitis,3,Alabama,1,10_19,130
Other/None,3,Alabama,1,10_19,7428
Otitis media,3,Alabama,1,10_19,28
SSTIs,3,Alabama,1,10_19,29
UTIs,3,Alabama,1,10_19,2
Acute sinusitis,4,Alabama,1,10_19,78
Bacterial pneumonia,4,Alabama,1,10_19,4
Influenza,4,Alabama,1,10_19,4
Other pharyngitis,4,Alabama,1,10_19,104
Other/None,4,Alabama,1,10_19,7518
Otitis media,4,Alabama,1,10_19,27
SSTIs,4,Alabama,1,10_19,48
UTIs,4,Alabama,1,10_19,2
Acute sinusitis,5,Alabama,1,10_19,55
Bacterial pneumonia,5,Alabama,1,10_19,2
Other pharyngitis,5,Alabama,1,10_19,78
Other/None,5,Alabama,1,10_19,6774
Otitis media,5,Alabama,1,10_19,26
SSTIs,5,Alabama,1,10_19,52
UTIs,5,Alabama,1,10_19,3
Acute sinusitis,6,Alabama,1,10_19,17
Bacterial pneumonia,6,Alabama,1,10_19,4
Other pharyngitis,6,Alabama,1,10_19,36
Other/None,6,Alabama,1,10_19,7165
Otitis media,6,Alabama,1,10_19,14
SSTIs,6,Alabama,1,10_19,58
UTIs,6,Alabama,1,10_19,4
Acute sinusitis,7,Alabama,1,10_19,8
Bacterial pneumonia,7,Alabama,1,10_19,1
Other pharyngitis,7,Alabama,1,10_19,42
Other/None,7,Alabama,1,10_19,7577
Otitis media,7,Alabama,1,10_19,25
SSTIs,7,Alabama,1,10_19,53
Strep pharyngitis,7,Alabama,1,10_19,1
UTIs,7,Alabama,1,10_19,3
Acute sinusitis,8,Alabama,1,10_19,64
Bacterial pneumonia,8,Alabama,1,10_19,2
Other pharyngitis,8,Alabama,1,10_19,83
Other/None,8,Alabama,1,10_19,7887
Otitis media,8,Alabama,1,10_19,20
SSTIs,8,Alabama,1,10_19,58
UTIs,8,Alabama,1,10_19,1
Acute sinusitis,9,Alabama,1,10_19,85
Bacterial pneumonia,9,Alabama,1,10_19,5
Influenza,9,Alabama,1,10_19,1
Other pharyngitis,9,Alabama,1,10_19,102
Other/None,9,Alabama,1,10_19,8226
Otitis media,9,Alabama,1,10_19,25
SSTIs,9,Alabama,1,10_19,95
UTIs,9,Alabama,1,10_19,2
Acute sinusitis,10,Alabama,1,10_19,74
Bacterial pneumonia,10,Alabama,1,10_19,11
GI infections,10,Alabama,1,10_19,4
Influenza,10,Alabama,1,10_19,1
Other pharyngitis,10,Alabama,1,10_19,91
Other/None,10,Alabama,1,10_19,8745
Otitis media,10,Alabama,1,10_19,22
SSTIs,10,Alabama,1,10_19,26
Strep pharyngitis,10,Alabama,1,10_19,9
UTIs,10,Alabama,1,10_19,3
Acute sinusitis,11,Alabama,1,10_19,82
Bacterial pneumonia,11,Alabama,1,10_19,5
GI infections,11,Alabama,1,10_19,5
Influenza,11,Alabama,1,10_19,1
Other pharyngitis,11,Alabama,1,10_19,107
Other/None,11,Alabama,1,10_19,7469
Otitis media,11,Alabama,1,10_19,23
SSTIs,11,Alabama,1,10_19,17
Strep pharyngitis,11,Alabama,1,10_19,6
UTIs,11,Alabama,1,10_19,1
Acute sinusitis,12,Alabama,1,10_19,88
Bacterial pneumonia,12,Alabama,1,10_19,6
GI infections,12,Alabama,1,10_19,5
Influenza,12,Alabama,1,10_19,5
Other pharyngitis,12,Alabama,1,10_19,95
Other/None,12,Alabama,1,10_19,7010
Otitis media,12,Alabama,1,10_19,19
SSTIs,12,Alabama,1,10_19,20
Strep pharyngitis,12,Alabama,1,10_19,7
UTIs,12,Alabama,1,10_19,2
Acute sinusitis,1,Alabama,2,10_19,99
Bacterial pneumonia,1,Alabama,2,10_19,3
Influenza,1,Alabama,2,10_19,38
Other pharyngitis,1,Alabama,2,10_19,196
Other/None,1,Alabama,2,10_19,9039
Otitis media,1,Alabama,2,10_19,40
SSTIs,1,Alabama,2,10_19,42
UTIs,1,Alabama,2,10_19,18
Acute sinusitis,2,Alabama,2,10_19,175
Bacterial pneumonia,2,Alabama,2,10_19,4
Influenza,2,Alabama,2,10_19,34
Other pharyngitis,2,Alabama,2,10_19,258
Other/None,2,Alabama,2,10_19,8866
Otitis media,2,Alabama,2,10_19,47
SSTIs,2,Alabama,2,10_19,34
UTIs,2,Alabama,2,10_19,12
Acute sinusitis,3,Alabama,2,10_19,88
Bacterial pneumonia,3,Alabama,2,10_19,1
Influenza,3,Alabama,2,10_19,17
Other pharyngitis,3,Alabama,2,10_19,120
Other/None,3,Alabama,2,10_19,9038
Otitis media,3,Alabama,2,10_19,34
SSTIs,3,Alabama,2,10_19,33
UTIs,3,Alabama,2,10_19,18
Acute sinusitis,4,Alabama,2,10_19,104
Bacterial pneumonia,4,Alabama,2,10_19,1
Influenza,4,Alabama,2,10_19,3
Other pharyngitis,4,Alabama,2,10_19,142
Other/None,4,Alabama,2,10_19,9136
Otitis media,4,Alabama,2,10_19,27
SSTIs,4,Alabama,2,10_19,44
UTIs,4,Alabama,2,10_19,16
Acute sinusitis,5,Alabama,2,10_19,67
Bacterial pneumonia,5,Alabama,2,10_19,2
Other pharyngitis,5,Alabama,2,10_19,87
Other/None,5,Alabama,2,10_19,7898
Otitis media,5,Alabama,2,10_19,32
SSTIs,5,Alabama,2,10_19,47
UTIs,5,Alabama,2,10_19,13
Acute sinusitis,6,Alabama,2,10_19,38
Bacterial pneumonia,6,Alabama,2,10_19,1
Other pharyngitis,6,Alabama,2,10_19,44
Other/None,6,Alabama,2,10_19,8593
Otitis media,6,Alabama,2,10_19,17
SSTIs,6,Alabama,2,10_19,45
UTIs,6,Alabama,2,10_19,12
Acute sinusitis,7,Alabama,2,10_19,31
Bacterial pneumonia,7,Alabama,2,10_19,1
Other pharyngitis,7,Alabama,2,10_19,51
Other/None,7,Alabama,2,10_19,9552
Otitis media,7,Alabama,2,10_19,29
SSTIs,7,Alabama,2,10_19,47
UTIs,7,Alabama,2,10_19,21
Acute sinusitis,8,Alabama,2,10_19,75
Bacterial pneumonia,8,Alabama,2,10_19,5
Other pharyngitis,8,Alabama,2,10_19,99
Other/None,8,Alabama,2,10_19,9503
Otitis media,8,Alabama,2,10_19,24
SSTIs,8,Alabama,2,10_19,61
Strep pharyngitis,8,Alabama,2,10_19,1
UTIs,8,Alabama,2,10_19,20
Acute sinusitis,9,Alabama,2,10_19,81
Bacterial pneumonia,9,Alabama,2,10_19,2
Influenza,9,Alabama,2,10_19,1
Other pharyngitis,9,Alabama,2,10_19,126
Other/None,9,Alabama,2,10_19,9644
Otitis media,9,Alabama,2,10_19,31
SSTIs,9,Alabama,2,10_19,64
Strep pharyngitis,9,Alabama,2,10_19,1
UTIs,9,Alabama,2,10_19,27
Acute sinusitis,10,Alabama,2,10_19,83
Bacterial pneumonia,10,Alabama,2,10_19,2
GI infections,10,Alabama,2,10_19,6
Influenza,10,Alabama,2,10_19,1
Other pharyngitis,10,Alabama,2,10_19,126
Other/None,10,Alabama,2,10_19,10026
Otitis media,10,Alabama,2,10_19,25
SSTIs,10,Alabama,2,10_19,28
Strep pharyngitis,10,Alabama,2,10_19,11
UTIs,10,Alabama,2,10_19,24
Acute sinusitis,11,Alabama,2,10_19,113
Bacterial pneumonia,11,Alabama,2,10_19,4
GI infections,11,Alabama,2,10_19,4
Influenza,11,Alabama,2,10_19,4
Other pharyngitis,11,Alabama,2,10_19,147
Other/None,11,Alabama,2,10_19,8928
Otitis media,11,Alabama,2,10_19,32
SSTIs,11,Alabama,2,10_19,21
Strep pharyngitis,11,Alabama,2,10_19,13
UTIs,11,Alabama,2,10_19,23
Viral pneumonia,11,Alabama,2,10_19,1
Acute sinusitis,12,Alabama,2,10_19,104
Bacterial pneumonia,12,Alabama,2,10_19,7
GI infections,12,Alabama,2,10_19,4
Other pharyngitis,12,Alabama,2,10_19,141
Other/None,12,Alabama,2,10_19,8885
Otitis media,12,Alabama,2,10_19,28
SSTIs,12,Alabama,2,10_19,14
Strep pharyngitis,12,Alabama,2,10_19,13
UTIs,12,Alabama,2,10_19,17
Acute sinusitis,1,Alabama,1,20_29,77
Bacterial pneumonia,1,Alabama,1,20_29,4
Influenza,1,Alabama,1,20_29,18
Other pharyngitis,1,Alabama,1,20_29,67
Other/None,1,Alabama,1,20_29,5574
Otitis media,1,Alabama,1,20_29,18
SSTIs,1,Alabama,1,20_29,28
UTIs,1,Alabama,1,20_29,4
Viral pneumonia,1,Alabama,1,20_29,1
Acute sinusitis,2,Alabama,1,20_29,74
Influenza,2,Alabama,1,20_29,11
Other pharyngitis,2,Alabama,1,20_29,71
Other/None,2,Alabama,1,20_29,5288
Otitis media,2,Alabama,1,20_29,29
SSTIs,2,Alabama,1,20_29,29
UTIs,2,Alabama,1,20_29,8
Acute sinusitis,3,Alabama,1,20_29,63
Bacterial pneumonia,3,Alabama,1,20_29,1
Influenza,3,Alabama,1,20_29,5
Other pharyngitis,3,Alabama,1,20_29,67
Other/None,3,Alabama,1,20_29,5835
Otitis media,3,Alabama,1,20_29,16
SSTIs,3,Alabama,1,20_29,35
UTIs,3,Alabama,1,20_29,5
Acute sinusitis,4,Alabama,1,20_29,69
Other pharyngitis,4,Alabama,1,20_29,46
Other/None,4,Alabama,1,20_29,5836
Otitis media,4,Alabama,1,20_29,20
SSTIs,4,Alabama,1,20_29,43
Strep pharyngitis,4,Alabama,1,20_29,1
UTIs,4,Alabama,1,20_29,5
Acute sinusitis,5,Alabama,1,20_29,41
Influenza,5,Alabama,1,20_29,1
Other pharyngitis,5,Alabama,1,20_29,51
Other/None,5,Alabama,1,20_29,5473
Otitis media,5,Alabama,1,20_29,6
SSTIs,5,Alabama,1,20_29,33
UTIs,5,Alabama,1,20_29,4
Acute sinusitis,6,Alabama,1,20_29,35
Influenza,6,Alabama,1,20_29,1
Other pharyngitis,6,Alabama,1,20_29,27
