COND1,MONTH,STATE,SEX,AGEGRP,NVISITS
Other pharyngitis,6,Alabama,1,00_04,115
Other/None,6,Alabama,1,00_04,3268
Otitis media,6,Alabama,1,00_04,260
SSTIs,6,Alabama,1,00_04,50
UTIs,6,Alabama,1,00_04,4
Acute sinusitis,7,Alabama,1,00_04,49
Bacterial pneumonia,7,Alabama,1,00_04,17
Influenza,7,Alabama,1,00_04,1
Other pharyngitis,7,Alabama,1,00_04,149
Other/None,7,Alabama,1,00_04,3427
Otitis media,7,Alabama,1,00_04,237
SSTIs,7,Alabama,1,00_04,49
UTIs,7,Alabama,1,00_04,2
Acute sinusitis,8,Alabama,1,00_04,71
Bacterial pneumonia,8,Alabama,1,00_04,20
Influenza,8,Alabama,1,00_04,2
Other pharyngitis,8,Alabama,1,00_04,149
Other/None,8,Alabama,1,00_04,3703
Otitis media,8,Alabama,1,00_04,245
SSTIs,8,Alabama,1,00_04,62
UTIs,8,Alabama,1,00_04,1
Acute sinusitis,9,Alabama,1,00_04,137
Bacterial pneumonia,9,Alabama,1,00_04,19
Influenza,9,Alabama,1,00_04,4
Other pharyngitis,9,Alabama,1,00_04,219
Other/None,9,Alabama,1,00_04,3849
Otitis media,9,Alabama,1,00_04,272
SSTIs,9,Alabama,1,00_04,53
UTIs,9,Alabama,1,00_04,1
Viral pneumonia,9,Alabama,1,00_04,1
Acute sinusitis,10,Alabama,1,00_04,108
Bacterial pneumonia,10,Alabama,1,00_04,34
Influenza,10,Alabama,1,00_04,15
Other pharyngitis,10,Alabama,1,00_04,226
Other/None,10,Alabama,1,00_04,4706
Otitis media,10,Alabama,1,00_04,318
SSTIs,10,Alabama,1,00_04,39
UTIs,10,Alabama,1,00_04,2
Acute sinusitis,11,Alabama,1,00_04,139
Bacterial pneumonia,11,Alabama,1,00_04,26
Influenza,11,Alabama,1,00_04,42
Other pharyngitis,11,Alabama,1,00_04,194
Other/None,11,Alabama,1,00_04,3895
Otitis media,11,Alabama,1,00_04,379
SSTIs,11,Alabama,1,00_04,34
UTIs,11,Alabama,1,00_04,1
Viral pneumonia,11,Alabama,1,00_04,2
Acute sinusitis,12,Alabama,1,00_04,122
Bacterial pneumonia,12,Alabama,1,00_04,40
Influenza,12,Alabama,1,00_04,234
Other pharyngitis,12,Alabama,1,00_04,216
Other/None,12,Alabama,1,00_04,3686
Otitis media,12,Alabama,1,00_04,405
SSTIs,12,Alabama,1,00_04,28
UTIs,12,Alabama,1,00_04,5
Viral pneumonia,12,Alabama,1,00_04,3
Acute sinusitis,1,Alabama,2,00_04,93
Bacterial pneumonia,1,Alabama,2,00_04,50
Influenza,1,Alabama,2,00_04,92
Other pharyngitis,1,Alabama,2,00_04,174
Other/None,1,Alabama,2,00_04,4334
Otitis media,1,Alabama,2,00_04,575
SSTIs,1,Alabama,2,00_04,33
UTIs,1,Alabama,2,00_04,54
Viral pneumonia,1,Alabama,2,00_04,4
Acute sinusitis,2,Alabama,2,00_04,123
Bacterial pneumonia,2,Alabama,2,00_04,40
Influenza,2,Alabama,2,00_04,43
Other pharyngitis,2,Alabama,2,00_04,176
Other/None,2,Alabama,2,00_04,3783
Otitis media,2,Alabama,2,00_04,538
SSTIs,2,Alabama,2,00_04,25
UTIs,2,Alabama,2,00_04,41
Viral pneumonia,2,Alabama,2,00_04,1
Acute sinusitis,3,Alabama,2,00_04,98
Bacterial pneumonia,3,Alabama,2,00_04,43
Influenza,3,Alabama,2,00_04,60
Other pharyngitis,3,Alabama,2,00_04,179
Other/None,3,Alabama,2,00_04,3573
Otitis media,3,Alabama,2,00_04,575
SSTIs,3,Alabama,2,00_04,42
UTIs,3,Alabama,2,00_04,44
Acute sinusitis,4,Alabama,2,00_04,61
Bacterial pneumonia,4,Alabama,2,00_04,23
Influenza,4,Alabama,2,00_04,25
Other pharyngitis,4,Alabama,2,00_04,127
Other/None,4,Alabama,2,00_04,3610
Otitis media,4,Alabama,2,00_04,410
SSTIs,4,Alabama,2,00_04,25
UTIs,4,Alabama,2,00_04,48
Viral pneumonia,4,Alabama,2,00_04,2
Acute sinusitis,5,Alabama,2,00_04,59
Bacterial pneumonia,5,Alabama,2,00_04,21
Influenza,5,Alabama,2,00_04,6
Other pharyngitis,5,Alabama,2,00_04,135
Other/None,5,Alabama,2,00_04,3321
Otitis media,5,Alabama,2,00_04,393
SSTIs,5,Alabama,2,00_04,58
UTIs,5,Alabama,2,00_04,54
Acute sinusitis,6,Alabama,2,00_04,34
Bacterial pneumonia,6,Alabama,2,00_04,19
Influenza,6,Alabama,2,00_04,1
Other pharyngitis,6,Alabama,2,00_04,148
Other/None,6,Alabama,2,00_04,2752
Otitis media,6,Alabama,2,00_04,231
SSTIs,6,Alabama,2,00_04,45
UTIs,6,Alabama,2,00_04,57
Viral pneumonia,6,Alabama,2,00_04,1
Acute sinusitis,7,Alabama,2,00_04,50
Bacterial pneumonia,7,Alabama,2,00_04,14
Influenza,7,Alabama,2,00_04,1
Other pharyngitis,7,Alabama,2,00_04,129
Other/None,7,Alabama,2,00_04,2967
Otitis media,7,Alabama,2,00_04,227
SSTIs,7,Alabama,2,00_04,53
UTIs,7,Alabama,2,00_04,47
Viral pneumonia,7,Alabama,2,00_04,1
Acute sinusitis,8,Alabama,2,00_04,56
Bacterial pneumonia,8,Alabama,2,00_04,12
Influenza,8,Alabama,2,00_04,2
Other pharyngitis,8,Alabama,2,00_04,136
Other/None,8,Alabama,2,00_04,3139
Otitis media,8,Alabama,2,00_04,237
SSTIs,8,Alabama,2,00_04,48
UTIs,8,Alabama,2,00_04,71
Acute sinusitis,9,Alabama,2,00_04,101
Bacterial pneumonia,9,Alabama,2,00_04,19
Influenza,9,Alabama,2,00_04,5
Other pharyngitis,9,Alabama,2,00_04,180
Other/None,9,Alabama,2,00_04,3333
Otitis media,9,Alabama,2,00_04,242
SSTIs,9,Alabama,2,00_04,36
UTIs,9,Alabama,2,00_04,44
Viral pneumonia,9,Alabama,2,00_04,1
Acute sinusitis,10,Alabama,2,00_04,121
Bacterial pneumonia,10,Alabama,2,00_04,26
Influenza,10,Alabama,2,00_04,15
Other pharyngitis,10,Alabama,2,00_04,231
Other/None,10,Alabama,2,00_04,4148
Otitis media,10,Alabama,2,00_04,281
SSTIs,10,Alabama,2,00_04,40
UTIs,10,Alabama,2,00_04,66
Viral pneumonia,10,Alabama,2,00_04,1
Acute sinusitis,11,Alabama,2,00_04,133
Bacterial pneumonia,11,Alabama,2,00_04,39
Influenza,11,Alabama,2,00_04,39
Other pharyngitis,11,Alabama,2,00_04,196
Other/None,11,Alabama,2,00_04,3373
Otitis media,11,Alabama,2,00_04,355
SSTIs,11,Alabama,2,00_04,31
UTIs,11,Alabama,2,00_04,57
Acute sinusitis,12,Alabama,2,00_04,121
Bacterial pneumonia,12,Alabama,2,00_04,39
Influenza,12,Alabama,2,00_04,188
Other pharyngitis,12,Alabama,2,00_04,233
Other/None,12,Alabama,2,00_04,3264
Otitis media,12,Alabama,2,00_04,471
SSTIs,12,Alabama,2,00_04,35
Strep pharyngitis,12,Alabama,2,00_04,1
UTIs,12,Alabama,2,00_04,66
Viral pneumonia,12,Alabama,2,00_04,2
Acute sinusitis,1,Alabama,1,05_09,136
Bacterial pneumonia,1,Alabama,1,05_09,24
Influenza,1,Alabama,1,05_09,142
Other pharyngitis,1,Alabama,1,05_09,246
Other/None,1,Alabama,1,05_09,3571
Otitis media,1,Alabama,1,05_09,185
SSTIs,1,Alabama,1,05_09,31
Acute sinusitis,2,Alabama,1,05_09,155
Bacterial pneumonia,2,Alabama,1,05_09,25
Influenza,2,Alabama,1,05_09,65
Other pharyngitis,2,Alabama,1,05_09,315
Other/None,2,Alabama,1,05_09,3492
Otitis media,2,Alabama,1,05_09,199
SSTIs,2,Alabama,1,05_09,27
UTIs,2,Alabama,1,05_09,4
Viral pneumonia,2,Alabama,1,05_09,1
Acute sinusitis,3,Alabama,1,05_09,166
Bacterial pneumonia,3,Alabama,1,05_09,20
Influenza,3,Alabama,1,05_09,124
Other pharyngitis,3,Alabama,1,05_09,296
Other/None,3,Alabama,1,05_09,3489
Otitis media,3,Alabama,1,05_09,175
SSTIs,3,Alabama,1,05_09,32
UTIs,3,Alabama,1,05_09,3
Viral pneumonia,3,Alabama,1,05_09,1
Acute sinusitis,4,Alabama,1,05_09,113
Bacterial pneumonia,4,Alabama,1,05_09,18
Influenza,4,Alabama,1,05_09,31
Other pharyngitis,4,Alabama,1,05_09,219
Other/None,4,Alabama,1,05_09,3605
Otitis media,4,Alabama,1,05_09,137
SSTIs,4,Alabama,1,05_09,47
UTIs,4,Alabama,1,05_09,3
Acute sinusitis,5,Alabama,1,05_09,80
Bacterial pneumonia,5,Alabama,1,05_09,10
Influenza,5,Alabama,1,05_09,2
Other pharyngitis,5,Alabama,1,05_09,185
Other/None,5,Alabama,1,05_09,3265
Otitis media,5,Alabama,1,05_09,121
SSTIs,5,Alabama,1,05_09,55
UTIs,5,Alabama,1,05_09,5
Viral pneumonia,5,Alabama,1,05_09,1
Acute sinusitis,6,Alabama,1,05_09,33
Bacterial pneumonia,6,Alabama,1,05_09,5
Other pharyngitis,6,Alabama,1,05_09,111
Other/None,6,Alabama,1,05_09,2630
Otitis media,6,Alabama,1,05_09,83
SSTIs,6,Alabama,1,05_09,59
UTIs,6,Alabama,1,05_09,6
Acute sinusitis,7,Alabama,1,05_09,35
Bacterial pneumonia,7,Alabama,1,05_09,5
Influenza,7,Alabama,1,05_09,2
Other pharyngitis,7,Alabama,1,05_09,87
Other/None,7,Alabama,1,05_09,3002
Otitis media,7,Alabama,1,05_09,93
SSTIs,7,Alabama,1,05_09,66
UTIs,7,Alabama,1,05_09,9
Acute sinusitis,8,Alabama,1,05_09,72
Bacterial pneumonia,8,Alabama,1,05_09,9
Influenza,8,Alabama,1,05_09,1
Other pharyngitis,8,Alabama,1,05_09,196
Other/None,8,Alabama,1,05_09,3545
Otitis media,8,Alabama,1,05_09,74
SSTIs,8,Alabama,1,05_09,66
UTIs,8,Alabama,1,05_09,1
Acute sinusitis,9,Alabama,1,05_09,121
Bacterial pneumonia,9,Alabama,1,05_09,11
Influenza,9,Alabama,1,05_09,4
Other pharyngitis,9,Alabama,1,05_09,204
Other/None,9,Alabama,1,05_09,3956
Otitis media,9,Alabama,1,05_09,77
SSTIs,9,Alabama,1,05_09,91
UTIs,9,Alabama,1,05_09,3
Acute sinusitis,10,Alabama,1,05_09,112
Bacterial pneumonia,10,Alabama,1,05_09,17
Influenza,10,Alabama,1,05_09,19
Other pharyngitis,10,Alabama,1,05_09,264
Other/None,10,Alabama,1,05_09,4598
Otitis media,10,Alabama,1,05_09,74
SSTIs,10,Alabama,1,05_09,73
UTIs,10,Alabama,1,05_09,4
Acute sinusitis,11,Alabama,1,05_09,130
Bacterial pneumonia,11,Alabama,1,05_09,21
Influenza,11,Alabama,1,05_09,41
Other pharyngitis,11,Alabama,1,05_09,245
Other/None,11,Alabama,1,05_09,3571
Otitis media,11,Alabama,1,05_09,114
SSTIs,11,Alabama,1,05_09,52
UTIs,11,Alabama,1,05_09,5
Acute sinusitis,12,Alabama,1,05_09,142
Bacterial pneumonia,12,Alabama,1,05_09,29
Influenza,12,Alabama,1,05_09,190
Other pharyngitis,12,Alabama,1,05_09,292
Other/None,12,Alabama,1,05_09,3287
Otitis media,12,Alabama,1,05_09,135
SSTIs,12,Alabama,1,05_09,34
UTIs,12,Alabama,1,05_09,3
Viral pneumonia,12,Alabama,1,05_09,1
Acute sinusitis,1,Alabama,2,05_09,120
Bacterial pneumonia,1,Alabama,2,05_09,32
Influenza,1,Alabama,2,05_09,121
Other pharyngitis,1,Alabama,2,05_09,305
Other/None,1,Alabama,2,05_09,3240
Otitis media,1,Alabama,2,05_09,153
SSTIs,1,Alabama,2,05_09,23
UTIs,1,Alabama,2,05_09,54
Viral pneumonia,1,Alabama,2,05_09,1
Acute sinusitis,2,Alabama,2,05_09,162
Bacterial pneumonia,2,Alabama,2,05_09,23
Influenza,2,Alabama,2,05_09,97
Other pharyngitis,2,Alabama,2,05_09,349
Other/None,2,Alabama,2,05_09,3065
Otitis media,2,Alabama,2,05_09,178
SSTIs,2,Alabama,2,05_09,32
UTIs,2,Alabama,2,05_09,36
Viral pneumonia,2,Alabama,2,05_09,1
Acute sinusitis,3,Alabama,2,05_09,119
Bacterial pneumonia,3,Alabama,2,05_09,26
Influenza,3,Alabama,2,05_09,110
Other pharyngitis,3,Alabama,2,05_09,317
Other/None,3,Alabama,2,05_09,3086
Otitis media,3,Alabama,2,05_09,195
SSTIs,3,Alabama,2,05_09,28
UTIs,3,Alabama,2,05_09,42
Viral pneumonia,3,Alabama,2,05_09,2
Acute sinusitis,4,Alabama,2,05_09,100
Bacterial pneumonia,4,Alabama,2,05_09,24
Influenza,4,Alabama,2,05_09,27
Other pharyngitis,4,Alabama,2,05_09,255
Other/None,4,Alabama,2,05_09,3053
Otitis media,4,Alabama,2,05_09,139
SSTIs,4,Alabama,2,05_09,28
UTIs,4,Alabama,2,05_09,45
Viral pneumonia,4,Alabama,2,05_09,2
Acute sinusitis,5,Alabama,2,05_09,72
Bacterial pneumonia,5,Alabama,2,05_09,19
Influenza,5,Alabama,2,05_09,2
Other pharyngitis,5,Alabama,2,05_09,193
Other/None,5,Alabama,2,05_09,2704
Otitis media,5,Alabama,2,05_09,103
SSTIs,5,Alabama,2,05_09,46
UTIs,5,Alabama,2,05_09,36
Acute sinusitis,6,Alabama,2,05_09,35
Bacterial pneumonia,6,Alabama,2,05_09,7
Influenza,6,Alabama,2,05_09,1
Other pharyngitis,6,Alabama,2,05_09,129
Other/None,6,Alabama,2,05_09,2218
Otitis media,6,Alabama,2,05_09,70
SSTIs,6,Alabama,2,05_09,34
UTIs,6,Alabama,2,05_09,46
Acute sinusitis,7,Alabama,2,05_09,30
Bacterial pneumonia,7,Alabama,2,05_09,8
Influenza,7,Alabama,2,05_09,1
Other pharyngitis,7,Alabama,2,05_09,119
Other/None,7,Alabama,2,05_09,2440
Otitis media,7,Alabama,2,05_09,83
SSTIs,7,Alabama,2,05_09,47
UTIs,7,Alabama,2,05_09,38
Acute sinusitis,8,Alabama,2,05_09,69
Bacterial pneumonia,8,Alabama,2,05_09,8
Influenza,8,Alabama,2,05_09,1
Other pharyngitis,8,Alabama,2,05_09,201
Other/None,8,Alabama,2,05_09,2971
Otitis media,8,Alabama,2,05_09,80
SSTIs,8,Alabama,2,05_09,66
UTIs,8,Alabama,2,05_09,44
Acute sinusitis,9,Alabama,2,05_09,108
Bacterial pneumonia,9,Alabama,2,05_09,13
Influenza,9,Alabama,2,05_09,2
Other pharyngitis,9,Alabama,2,05_09,235
Other/None,9,Alabama,2,05_09,3218
Otitis media,9,Alabama,2,05_09,86
SSTIs,9,Alabama,2,05_09,58
UTIs,9,Alabama,2,05_09,47
Viral pneumonia,9,Alabama,2,05_09,2
Acute sinusitis,10,Alabama,2,05_09,112
Bacterial pneumonia,10,Alabama,2,05_09,16
Influenza,10,Alabama,2,05_09,27
Other pharyngitis,10,Alabama,2,05_09,317
Other/None,10,Alabama,2,05_09,3834
Otitis media,10,Alabama,2,05_09,81
SSTIs,10,Alabama,2,05_09,56
UTIs,10,Alabama,2,05_09,57
Viral pneumonia,10,Alabama,2,05_09,3
Acute sinusitis,11,Alabama,2,05_09,140
Bacterial pneumonia,11,Alabama,2,05_09,19
Influenza,11,Alabama,2,05_09,47
Other pharyngitis,11,Alabama,2,05_09,274
Other/None,11,Alabama,2,05_09,3187
Otitis media,11,Alabama,2,05_09,84
SSTIs,11,Alabama,2,05_09,37
UTIs,11,Alabama,2,05_09,42
Viral pneumonia,11,Alabama,2,05_09,1
Acute sinusitis,12,Alabama,2,05_09,130
Bacterial pneumonia,12,Alabama,2,05_09,27
Influenza,12,Alabama,2,05_09,184
Other pharyngitis,12,Alabama,2,05_09,337
Other/None,12,Alabama,2,05_09,2964
Otitis media,12,Alabama,2,05_09,119
SSTIs,12,Alabama,2,05_09,38
UTIs,12,Alabama,2,05_09,46
Viral pneumonia,12,Alabama,2,05_09,1
Acute sinusitis,1,Alabama,1,10_19,404
Bacterial pneumonia,1,Alabama,1,10_19,35
Fungal pneumonia,1,Alabama,1,10_19,1
Influenza,1,Alabama,1,10_19,178
Other pharyngitis,1,Alabama,1,10_19,508
Other/None,1,Alabama,1,10_19,8972
Otitis media,1,Alabama,1,10_19,116
SSTIs,1,Alabama,1,10_19,163
UTIs,1,Alabama,1,10_19,21
Acute sinusitis,2,Alabama,1,10_19,504
Bacterial pneumonia,2,Alabama,1,10_19,41
Fungal pneumonia,2,Alabama,1,10_19,1
Influenza,2,Alabama,1,10_19,124
Other pharyngitis,2,Alabama,1,10_19,568
Other/None,2,Alabama,1,10_19,8328
Otitis media,2,Alabama,1,10_19,145
SSTIs,2,Alabama,1,10_19,134
UTIs,2,Alabama,1,10_19,7
Viral pneumonia,2,Alabama,1,10_19,1
Acute sinusitis,3,Alabama,1,10_19,405
Bacterial pneumonia,3,Alabama,1,10_19,23
Influenza,3,Alabama,1,10_19,133
Other pharyngitis,3,Alabama,1,10_19,476
Other/None,3,Alabama,1,10_19,8001
Otitis media,3,Alabama,1,10_19,108
SSTIs,3,Alabama,1,10_19,148
UTIs,3,Alabama,1,10_19,12
Acute sinusitis,4,Alabama,1,10_19,277
Bacterial pneumonia,4,Alabama,1,10_19,29
Influenza,4,Alabama,1,10_19,26
Other pharyngitis,4,Alabama,1,10_19,334
Other/None,4,Alabama,1,10_19,8671
Otitis media,4,Alabama,1,10_19,86
SSTIs,4,Alabama,1,10_19,186
UTIs,4,Alabama,1,10_19,9
Acute sinusitis,5,Alabama,1,10_19,250
Bacterial pneumonia,5,Alabama,1,10_19,29
Fungal pneumonia,5,Alabama,1,10_19,1
Influenza,5,Alabama,1,10_19,5
Other pharyngitis,5,Alabama,1,10_19,290
Other/None,5,Alabama,1,10_19,8171
Otitis media,5,Alabama,1,10_19,88
SSTIs,5,Alabama,1,10_19,168
UTIs,5,Alabama,1,10_19,13
Acute sinusitis,6,Alabama,1,10_19,80
Bacterial pneumonia,6,Alabama,1,10_19,23
Influenza,6,Alabama,1,10_19,2
Other pharyngitis,6,Alabama,1,10_19,113
Other/None,6,Alabama,1,10_19,7213
Otitis media,6,Alabama,1,10_19,55
SSTIs,6,Alabama,1,10_19,179
UTIs,6,Alabama,1,10_19,14
Acute sinusitis,7,Alabama,1,10_19,72
Bacterial pneumonia,7,Alabama,1,10_19,5
Influenza,7,Alabama,1,10_19,1
Other pharyngitis,7,Alabama,1,10_19,126
Other/None,7,Alabama,1,10_19,8096
Otitis media,7,Alabama,1,10_19,76
SSTIs,7,Alabama,1,10_19,160
UTIs,7,Alabama,1,10_19,15
Acute sinusitis,8,Alabama,1,10_19,170
Bacterial pneumonia,8,Alabama,1,10_19,15
Fungal pneumonia,8,Alabama,1,10_19,1
Influenza,8,Alabama,1,10_19,5
Other pharyngitis,8,Alabama,1,10_19,239
Other/None,8,Alabama,1,10_19,9534
Otitis media,8,Alabama,1,10_19,67
SSTIs,8,Alabama,1,10_19,203
UTIs,8,Alabama,1,10_19,9
Viral pneumonia,8,Alabama,1,10_19,1
Acute sinusitis,9,Alabama,1,10_19,402
Bacterial pneumonia,9,Alabama,1,10_19,20
Influenza,9,Alabama,1,10_19,11
Other pharyngitis,9,Alabama,1,10_19,382
Other/None,9,Alabama,1,10_19,9219
Otitis media,9,Alabama,1,10_19,74
SSTIs,9,Alabama,1,10_19,194
UTIs,9,Alabama,1,10_19,15
Acute sinusitis,10,Alabama,1,10_19,277
Bacterial pneumonia,10,Alabama,1,10_19,24
Influenza,10,Alabama,1,10_19,19
Other pharyngitis,10,Alabama,1,10_19,380
Other/None,10,Alabama,1,10_19,10706
Otitis media,10,Alabama,1,10_19,47
SSTIs,10,Alabama,1,10_19,217
UTIs,10,Alabama,1,10_19,21
Acute sinusitis,11,Alabama,1,10_19,314
Bacterial pneumonia,11,Alabama,1,10_19,22
Influenza,11,Alabama,1,10_19,34
Other pharyngitis,11,Alabama,1,10_19,438
Other/None,11,Alabama,1,10_19,8401
Otitis media,11,Alabama,1,10_19,58
SSTIs,11,Alabama,1,10_19,143
Strep pharyngitis,11,Alabama,1,10_19,1
UTIs,11,Alabama,1,10_19,18
Viral pneumonia,11,Alabama,1,10_19,1
Acute sinusitis,12,Alabama,1,10_19,317
Bacterial pneumonia,12,Alabama,1,10_19,37
Influenza,12,Alabama,1,10_19,224
Other pharyngitis,12,Alabama,1,10_19,392
Other/None,12,Alabama,1,10_19,7572
Otitis media,12,Alabama,1,10_19,46
SSTIs,12,Alabama,1,10_19,126
UTIs,12,Alabama,1,10_19,11
Acute sinusitis,1,Alabama,2,10_19,522
Bacterial pneumonia,1,Alabama,2,10_19,28
Influenza,1,Alabama,2,10_19,180
Other pharyngitis,1,Alabama,2,10_19,605
Other/None,1,Alabama,2,10_19,10180
Otitis media,1,Alabama,2,10_19,126
SSTIs,1,Alabama,2,10_19,162
UTIs,1,Alabama,2,10_19,124
Viral pneumonia,1,Alabama,2,10_19,2
Acute sinusitis,2,Alabama,2,10_19,550
Bacterial pneumonia,2,Alabama,2,10_19,32
Influenza,2,Alabama,2,10_19,114
Other pharyngitis,2,Alabama,2,10_19,737
Other/None,2,Alabama,2,10_19,9822
Otitis media,2,Alabama,2,10_19,125
SSTIs,2,Alabama,2,10_19,200
UTIs,2,Alabama,2,10_19,153
Viral pneumonia,2,Alabama,2,10_19,1
Acute sinusitis,3,Alabama,2,10_19,437
Bacterial pneumonia,3,Alabama,2,10_19,26
Influenza,3,Alabama,2,10_19,139
Other pharyngitis,3,Alabama,2,10_19,578
Other/None,3,Alabama,2,10_19,9616
Otitis media,3,Alabama,2,10_19,101
SSTIs,3,Alabama,2,10_19,174
UTIs,3,Alabama,2,10_19,143
Viral pneumonia,3,Alabama,2,10_19,1
Acute sinusitis,4,Alabama,2,10_19,367
Bacterial pneumonia,4,Alabama,2,10_19,22
Influenza,4,Alabama,2,10_19,29
Other pharyngitis,4,Alabama,2,10_19,414
Other/None,4,Alabama,2,10_19,10260
Otitis media,4,Alabama,2,10_19,94
SSTIs,4,Alabama,2,10_19,205
UTIs,4,Alabama,2,10_19,173
Viral pneumonia,4,Alabama,2,10_19,1
Acute sinusitis,5,Alabama,2,10_19,290
Bacterial pneumonia,5,Alabama,2,10_19,22
Influenza,5,Alabama,2,10_19,7
Other pharyngitis,5,Alabama,2,10_19,386
Other/None,5,Alabama,2,10_19,9321
Otitis media,5,Alabama,2,10_19,88
SSTIs,5,Alabama,2,10_19,170
UTIs,5,Alabama,2,10_19,154
Acute sinusitis,6,Alabama,2,10_19,130
Bacterial pneumonia,6,Alabama,2,10_19,7
Influenza,6,Alabama,2,10_19,1
Other pharyngitis,6,Alabama,2,10_19,211
Other/None,6,Alabama,2,10_19,8476
Otitis media,6,Alabama,2,10_19,79
SSTIs,6,Alabama,2,10_19,188
Strep pharyngitis,6,Alabama,2,10_19,4
UTIs,6,Alabama,2,10_19,137
Acute sinusitis,7,Alabama,2,10_19,125
Bacterial pneumonia,7,Alabama,2,10_19,4
Other pharyngitis,7,Alabama,2,10_19,223
Other/None,7,Alabama,2,10_19,9844
Otitis media,7,Alabama,2,10_19,54
SSTIs,7,Alabama,2,10_19,226
UTIs,7,Alabama,2,10_19,153
Acute sinusitis,8,Alabama,2,10_19,249
Bacterial pneumonia,8,Alabama,2,10_19,8
Influenza,8,Alabama,2,10_19,11
Other pharyngitis,8,Alabama,2,10_19,359
Other/None,8,Alabama,2,10_19,10525
Otitis media,8,Alabama,2,10_19,57
SSTIs,8,Alabama,2,10_19,231
Strep pharyngitis,8,Alabama,2,10_19,4
UTIs,8,Alabama,2,10_19,199
Acute sinusitis,9,Alabama,2,10_19,443
Bacterial pneumonia,9,Alabama,2,10_19,22
Influenza,9,Alabama,2,10_19,11
Other pharyngitis,9,Alabama,2,10_19,515
Other/None,9,Alabama,2,10_19,10106
Otitis media,9,Alabama,2,10_19,65
SSTIs,9,Alabama,2,10_19,254
UTIs,9,Alabama,2,10_19,195
Acute sinusitis,10,Alabama,2,10_19,343
Bacterial pneumonia,10,Alabama,2,10_19,21
Influenza,10,Alabama,2,10_19,22
Other pharyngitis,10,Alabama,2,10_19,478
Other/None,10,Alabama,2,10_19,11715
Otitis media,10,Alabama,2,10_19,68
SSTIs,10,Alabama,2,10_19,264
UTIs,10,Alabama,2,10_19,218
Acute sinusitis,11,Alabama,2,10_19,413
Bacterial pneumonia,11,Alabama,2,10_19,17
Influenza,11,Alabama,2,10_19,46
Other pharyngitis,11,Alabama,2,10_19,533
Other/None,11,Alabama,2,10_19,9764
Otitis media,11,Alabama,2,10_19,73
SSTIs,11,Alabama,2,10_19,191
UTIs,11,Alabama,2,10_19,204
Viral pneumonia,11,Alabama,2,10_19,2
Acute sinusitis,12,Alabama,2,10_19,418
Bacterial pneumonia,12,Alabama,2,10_19,14
Influenza,12,Alabama,2,10_19,198
Other pharyngitis,12,Alabama,2,10_19,529
Other/None,12,Alabama,2,10_19,9327
Otitis media,12,Alabama,2,10_19,83
SSTIs,12,Alabama,2,10_19,169
Strep pharyngitis,12,Alabama,2,10_19,2
UTIs,12,Alabama,2,10_19,185
Acute sinusitis,1,Alabama,1,20_29,335
Bacterial pneumonia,1,Alabama,1,20_29,23
Influenza,1,Alabama,1,20_29,134
Other pharyngitis,1,Alabama,1,20_29,219
Other/None,1,Alabama,1,20_29,6309
Otitis media,1,Alabama,1,20_29,47
SSTIs,1,Alabama,1,20_29,90
Strep pharyngitis,1,Alabama,1,20_29,4
UTIs,1,Alabama,1,20_29,17
Viral pneumonia,1,Alabama,1,20_29,2
Acute sinusitis,2,Alabama,1,20_29,336
