COND2,MONTH,STATE,SEX,AGEGRP,NVISITS
Strep pharyngitis,2,Alabama,2,00_04,23
UTIs,2,Alabama,2,00_04,9
Viral pneumonia,2,Alabama,2,00_04,4
Acute sinusitis,3,Alabama,2,00_04,35
Bacterial pneumonia,3,Alabama,2,00_04,3
GI infections,3,Alabama,2,00_04,6
Influenza,3,Alabama,2,00_04,24
Other pharyngitis,3,Alabama,2,00_04,94
Other/None,3,Alabama,2,00_04,3769
Otitis media,3,Alabama,2,00_04,115
SSTIs,3,Alabama,2,00_04,2
Strep pharyngitis,3,Alabama,2,00_04,19
UTIs,3,Alabama,2,00_04,12
Acute sinusitis,4,Alabama,2,00_04,31
Bacterial pneumonia,4,Alabama,2,00_04,1
GI infections,4,Alabama,2,00_04,6
Influenza,4,Alabama,2,00_04,7
Other pharyngitis,4,Alabama,2,00_04,66
Other/None,4,Alabama,2,00_04,3219
Otitis media,4,Alabama,2,00_04,98
SSTIs,4,Alabama,2,00_04,12
Strep pharyngitis,4,Alabama,2,00_04,20
UTIs,4,Alabama,2,00_04,7
Acute sinusitis,5,Alabama,2,00_04,24
Bacterial pneumonia,5,Alabama,2,00_04,4
GI infections,5,Alabama,2,00_04,4
Other pharyngitis,5,Alabama,2,00_04,76
Other/None,5,Alabama,2,00_04,3368
Otitis media,5,Alabama,2,00_04,106
SSTIs,5,Alabama,2,00_04,21
Strep pharyngitis,5,Alabama,2,00_04,10
UTIs,5,Alabama,2,00_04,6
Acute sinusitis,6,Alabama,2,00_04,12
Bacterial pneumonia,6,Alabama,2,00_04,2
GI infections,6,Alabama,2,00_04,8
Influenza,6,Alabama,2,00_04,2
Other pharyngitis,6,Alabama,2,00_04,43
Other/None,6,Alabama,2,00_04,2964
Otitis media,6,Alabama,2,00_04,65
SSTIs,6,Alabama,2,00_04,16
Strep pharyngitis,6,Alabama,2,00_04,9
UTIs,6,Alabama,2,00_04,6
Acute sinusitis,7,Alabama,2,00_04,10
Bacterial pneumonia,7,Alabama,2,00_04,5
GI infections,7,Alabama,2,00_04,7
Influenza,7,Alabama,2,00_04,1
Other pharyngitis,7,Alabama,2,00_04,40
Other/None,7,Alabama,2,00_04,2818
Otitis media,7,Alabama,2,00_04,48
SSTIs,7,Alabama,2,00_04,11
Strep pharyngitis,7,Alabama,2,00_04,15
UTIs,7,Alabama,2,00_04,7
Acute sinusitis,8,Alabama,2,00_04,19
Bacterial pneumonia,8,Alabama,2,00_04,3
GI infections,8,Alabama,2,00_04,3
Influenza,8,Alabama,2,00_04,1
Other pharyngitis,8,Alabama,2,00_04,63
Other/None,8,Alabama,2,00_04,3335
Otitis media,8,Alabama,2,00_04,70
SSTIs,8,Alabama,2,00_04,16
Strep pharyngitis,8,Alabama,2,00_04,7
UTIs,8,Alabama,2,00_04,5
Acute sinusitis,9,Alabama,2,00_04,39
Bacterial pneumonia,9,Alabama,2,00_04,4
GI infections,9,Alabama,2,00_04,3
Influenza,9,Alabama,2,00_04,3
Other pharyngitis,9,Alabama,2,00_04,57
Other/None,9,Alabama,2,00_04,3188
Otitis media,9,Alabama,2,00_04,78
SSTIs,9,Alabama,2,00_04,17
Strep pharyngitis,9,Alabama,2,00_04,12
UTIs,9,Alabama,2,00_04,9
Acute sinusitis,10,Alabama,2,00_04,28
Bacterial pneumonia,10,Alabama,2,00_04,7
GI infections,10,Alabama,2,00_04,8
Influenza,10,Alabama,2,00_04,3
Other pharyngitis,10,Alabama,2,00_04,77
Other/None,10,Alabama,2,00_04,3709
Otitis media,10,Alabama,2,00_04,104
SSTIs,10,Alabama,2,00_04,10
Strep pharyngitis,10,Alabama,2,00_04,16
UTIs,10,Alabama,2,00_04,2
Acute sinusitis,11,Alabama,2,00_04,50
Bacterial pneumonia,11,Alabama,2,00_04,4
GI infections,11,Alabama,2,00_04,4
Influenza,11,Alabama,2,00_04,6
Other pharyngitis,11,Alabama,2,00_04,85
Other/None,11,Alabama,2,00_04,3637
Otitis media,11,Alabama,2,00_04,127
SSTIs,11,Alabama,2,00_04,13
Strep pharyngitis,11,Alabama,2,00_04,17
UTIs,11,Alabama,2,00_04,5
Viral pneumonia,11,Alabama,2,00_04,2
Acute sinusitis,12,Alabama,2,00_04,40
Bacterial pneumonia,12,Alabama,2,00_04,12
GI infections,12,Alabama,2,00_04,1
Influenza,12,Alabama,2,00_04,29
Other pharyngitis,12,Alabama,2,00_04,108
Other/None,12,Alabama,2,00_04,3354
Otitis media,12,Alabama,2,00_04,145
SSTIs,12,Alabama,2,00_04,8
Strep pharyngitis,12,Alabama,2,00_04,14
UTIs,12,Alabama,2,00_04,6
Acute sinusitis,1,Alabama,1,05_09,35
Bacterial pneumonia,1,Alabama,1,05_09,3
GI infections,1,Alabama,1,05_09,3
Influenza,1,Alabama,1,05_09,19
Other pharyngitis,1,Alabama,1,05_09,81
Other/None,1,Alabama,1,05_09,3092
Otitis media,1,Alabama,1,05_09,27
SSTIs,1,Alabama,1,05_09,14
Strep pharyngitis,1,Alabama,1,05_09,28
Viral pneumonia,1,Alabama,1,05_09,1
Acute sinusitis,2,Alabama,1,05_09,41
Bacterial pneumonia,2,Alabama,1,05_09,5
GI infections,2,Alabama,1,05_09,3
Influenza,2,Alabama,1,05_09,41
Other pharyngitis,2,Alabama,1,05_09,93
Other/None,2,Alabama,1,05_09,3656
Otitis media,2,Alabama,1,05_09,48
SSTIs,2,Alabama,1,05_09,10
Strep pharyngitis,2,Alabama,1,05_09,36
UTIs,2,Alabama,1,05_09,1
Viral pneumonia,2,Alabama,1,05_09,1
Acute sinusitis,3,Alabama,1,05_09,34
Bacterial pneumonia,3,Alabama,1,05_09,7
GI infections,3,Alabama,1,05_09,5
Influenza,3,Alabama,1,05_09,21
Other pharyngitis,3,Alabama,1,05_09,102
Other/None,3,Alabama,1,05_09,3654
Otitis media,3,Alabama,1,05_09,42
SSTIs,3,Alabama,1,05_09,12
Strep pharyngitis,3,Alabama,1,05_09,40
Acute sinusitis,4,Alabama,1,05_09,22
Bacterial pneumonia,4,Alabama,1,05_09,1
GI infections,4,Alabama,1,05_09,2
Influenza,4,Alabama,1,05_09,10
Other pharyngitis,4,Alabama,1,05_09,52
Other/None,4,Alabama,1,05_09,2992
Otitis media,4,Alabama,1,05_09,29
SSTIs,4,Alabama,1,05_09,13
Strep pharyngitis,4,Alabama,1,05_09,23
Acute sinusitis,5,Alabama,1,05_09,32
Bacterial pneumonia,5,Alabama,1,05_09,2
GI infections,5,Alabama,1,05_09,8
Influenza,5,Alabama,1,05_09,3
Other pharyngitis,5,Alabama,1,05_09,65
Other/None,5,Alabama,1,05_09,3216
Otitis media,5,Alabama,1,05_09,24
SSTIs,5,Alabama,1,05_09,16
Strep pharyngitis,5,Alabama,1,05_09,24
Acute sinusitis,6,Alabama,1,05_09,8
Bacterial pneumonia,6,Alabama,1,05_09,1
Other pharyngitis,6,Alabama,1,05_09,26
Other/None,6,Alabama,1,05_09,2754
Otitis media,6,Alabama,1,05_09,12
SSTIs,6,Alabama,1,05_09,13
Strep pharyngitis,6,Alabama,1,05_09,7
UTIs,6,Alabama,1,05_09,1
Viral pneumonia,6,Alabama,1,05_09,1
Acute sinusitis,7,Alabama,1,05_09,11
Bacterial pneumonia,7,Alabama,1,05_09,2
GI infections,7,Alabama,1,05_09,2
Influenza,7,Alabama,1,05_09,1
Other pharyngitis,7,Alabama,1,05_09,27
Other/None,7,Alabama,1,05_09,2804
Otitis media,7,Alabama,1,05_09,14
SSTIs,7,Alabama,1,05_09,19
Strep pharyngitis,7,Alabama,1,05_09,7
Acute sinusitis,8,Alabama,1,05_09,26
Bacterial pneumonia,8,Alabama,1,05_09,2
GI infections,8,Alabama,1,05_09,2
Other pharyngitis,8,Alabama,1,05_09,56
Other/None,8,Alabama,1,05_09,3481
Otitis media,8,Alabama,1,05_09,16
SSTIs,8,Alabama,1,05_09,24
Strep pharyngitis,8,Alabama,1,05_09,5
UTIs,8,Alabama,1,05_09,1
Acute sinusitis,9,Alabama,1,05_09,32
GI infections,9,Alabama,1,05_09,2
Influenza,9,Alabama,1,05_09,1
Other pharyngitis,9,Alabama,1,05_09,54
Other/None,9,Alabama,1,05_09,3349
Otitis media,9,Alabama,1,05_09,19
SSTIs,9,Alabama,1,05_09,19
Strep pharyngitis,9,Alabama,1,05_09,10
Acute sinusitis,10,Alabama,1,05_09,31
GI infections,10,Alabama,1,05_09,3
Influenza,10,Alabama,1,05_09,7
Other pharyngitis,10,Alabama,1,05_09,76
Other/None,10,Alabama,1,05_09,4061
Otitis media,10,Alabama,1,05_09,21
SSTIs,10,Alabama,1,05_09,18
Strep pharyngitis,10,Alabama,1,05_09,19
UTIs,10,Alabama,1,05_09,1
Viral pneumonia,10,Alabama,1,05_09,2
Acute sinusitis,11,Alabama,1,05_09,22
Bacterial pneumonia,11,Alabama,1,05_09,1
GI infections,11,Alabama,1,05_09,5
Influenza,11,Alabama,1,05_09,9
Other pharyngitis,11,Alabama,1,05_09,78
Other/None,11,Alabama,1,05_09,3587
Otitis media,11,Alabama,1,05_09,31
SSTIs,11,Alabama,1,05_09,17
Strep pharyngitis,11,Alabama,1,05_09,20
UTIs,11,Alabama,1,05_09,2
Acute sinusitis,12,Alabama,1,05_09,36
Bacterial pneumonia,12,Alabama,1,05_09,6
GI infections,12,Alabama,1,05_09,3
Influenza,12,Alabama,1,05_09,14
Other pharyngitis,12,Alabama,1,05_09,90
Other/None,12,Alabama,1,05_09,2923
Otitis media,12,Alabama,1,05_09,35
SSTIs,12,Alabama,1,05_09,15
Strep pharyngitis,12,Alabama,1,05_09,19
UTIs,12,Alabama,1,05_09,1
Acute sinusitis,1,Alabama,2,05_09,27
Bacterial pneumonia,1,Alabama,2,05_09,1
GI infections,1,Alabama,2,05_09,4
Influenza,1,Alabama,2,05_09,6
Other pharyngitis,1,Alabama,2,05_09,79
Other/None,1,Alabama,2,05_09,2902
Otitis media,1,Alabama,2,05_09,28
SSTIs,1,Alabama,2,05_09,4
Strep pharyngitis,1,Alabama,2,05_09,34
UTIs,1,Alabama,2,05_09,8
Acute sinusitis,2,Alabama,2,05_09,43
Bacterial pneumonia,2,Alabama,2,05_09,3
GI infections,2,Alabama,2,05_09,2
Influenza,2,Alabama,2,05_09,23
Other pharyngitis,2,Alabama,2,05_09,116
Other/None,2,Alabama,2,05_09,3238
Otitis media,2,Alabama,2,05_09,38
SSTIs,2,Alabama,2,05_09,7
Strep pharyngitis,2,Alabama,2,05_09,34
UTIs,2,Alabama,2,05_09,12
Acute sinusitis,3,Alabama,2,05_09,54
Bacterial pneumonia,3,Alabama,2,05_09,3
GI infections,3,Alabama,2,05_09,2
Influenza,3,Alabama,2,05_09,29
Other pharyngitis,3,Alabama,2,05_09,100
Other/None,3,Alabama,2,05_09,3274
Otitis media,3,Alabama,2,05_09,29
SSTIs,3,Alabama,2,05_09,10
Strep pharyngitis,3,Alabama,2,05_09,40
UTIs,3,Alabama,2,05_09,5
Acute sinusitis,4,Alabama,2,05_09,24
Bacterial pneumonia,4,Alabama,2,05_09,2
GI infections,4,Alabama,2,05_09,5
Influenza,4,Alabama,2,05_09,8
Other pharyngitis,4,Alabama,2,05_09,62
Other/None,4,Alabama,2,05_09,2730
Otitis media,4,Alabama,2,05_09,19
SSTIs,4,Alabama,2,05_09,10
Strep pharyngitis,4,Alabama,2,05_09,14
UTIs,4,Alabama,2,05_09,3
Acute sinusitis,5,Alabama,2,05_09,20
Bacterial pneumonia,5,Alabama,2,05_09,5
GI infections,5,Alabama,2,05_09,2
Influenza,5,Alabama,2,05_09,10
Other pharyngitis,5,Alabama,2,05_09,64
Other/None,5,Alabama,2,05_09,2795
Otitis media,5,Alabama,2,05_09,32
SSTIs,5,Alabama,2,05_09,17
Strep pharyngitis,5,Alabama,2,05_09,27
UTIs,5,Alabama,2,05_09,5
Acute sinusitis,6,Alabama,2,05_09,9
Bacterial pneumonia,6,Alabama,2,05_09,1
Other pharyngitis,6,Alabama,2,05_09,23
Other/None,6,Alabama,2,05_09,2258
Otitis media,6,Alabama,2,05_09,14
SSTIs,6,Alabama,2,05_09,10
Strep pharyngitis,6,Alabama,2,05_09,13
UTIs,6,Alabama,2,05_09,6
Acute sinusitis,7,Alabama,2,05_09,16
Bacterial pneumonia,7,Alabama,2,05_09,3
GI infections,7,Alabama,2,05_09,2
Other pharyngitis,7,Alabama,2,05_09,31
Other/None,7,Alabama,2,05_09,2469
Otitis media,7,Alabama,2,05_09,14
SSTIs,7,Alabama,2,05_09,24
Strep pharyngitis,7,Alabama,2,05_09,4
UTIs,7,Alabama,2,05_09,4
Acute sinusitis,8,Alabama,2,05_09,25
GI infections,8,Alabama,2,05_09,4
Other pharyngitis,8,Alabama,2,05_09,66
Other/None,8,Alabama,2,05_09,2842
Otitis media,8,Alabama,2,05_09,21
SSTIs,8,Alabama,2,05_09,22
Strep pharyngitis,8,Alabama,2,05_09,9
UTIs,8,Alabama,2,05_09,5
Acute sinusitis,9,Alabama,2,05_09,13
GI infections,9,Alabama,2,05_09,3
Influenza,9,Alabama,2,05_09,1
Other pharyngitis,9,Alabama,2,05_09,49
Other/None,9,Alabama,2,05_09,2846
Otitis media,9,Alabama,2,05_09,13
SSTIs,9,Alabama,2,05_09,20
Strep pharyngitis,9,Alabama,2,05_09,12
UTIs,9,Alabama,2,05_09,1
Acute sinusitis,10,Alabama,2,05_09,37
Bacterial pneumonia,10,Alabama,2,05_09,2
GI infections,10,Alabama,2,05_09,3
Influenza,10,Alabama,2,05_09,5
Other pharyngitis,10,Alabama,2,05_09,63
Other/None,10,Alabama,2,05_09,3585
Otitis media,10,Alabama,2,05_09,16
SSTIs,10,Alabama,2,05_09,17
Strep pharyngitis,10,Alabama,2,05_09,22
UTIs,10,Alabama,2,05_09,6
Acute sinusitis,11,Alabama,2,05_09,35
Bacterial pneumonia,11,Alabama,2,05_09,4
GI infections,11,Alabama,2,05_09,3
Influenza,11,Alabama,2,05_09,3
Other pharyngitis,11,Alabama,2,05_09,61
Other/None,11,Alabama,2,05_09,3193
Otitis media,11,Alabama,2,05_09,25
SSTIs,11,Alabama,2,05_09,16
Strep pharyngitis,11,Alabama,2,05_09,18
UTIs,11,Alabama,2,05_09,3
Acute sinusitis,12,Alabama,2,05_09,30
Bacterial pneumonia,12,Alabama,2,05_09,4
GI infections,12,Alabama,2,05_09,3
Influenza,12,Alabama,2,05_09,19
Other pharyngitis,12,Alabama,2,05_09,111
Other/None,12,Alabama,2,05_09,2768
Otitis media,12,Alabama,2,05_09,31
SSTIs,12,Alabama,2,05_09,7
Strep pharyngitis,12,Alabama,2,05_09,20
UTIs,12,Alabama,2,05_09,2
Viral pneumonia,12,Alabama,2,05_09,2
Acute sinusitis,1,Alabama,1,10_19,90
Bacterial pneumonia,1,Alabama,1,10_19,8
Fungal pneumonia,1,Alabama,1,10_19,1
GI infections,1,Alabama,1,10_19,5
Influenza,1,Alabama,1,10_19,37
Other pharyngitis,1,Alabama,1,10_19,154
Other/None,1,Alabama,1,10_19,7746
Otitis media,1,Alabama,1,10_19,29
SSTIs,1,Alabama,1,10_19,29
Strep pharyngitis,1,Alabama,1,10_19,20
UTIs,1,Alabama,1,10_19,2
Acute sinusitis,2,Alabama,1,10_19,134
Bacterial pneumonia,2,Alabama,1,10_19,2
GI infections,2,Alabama,1,10_19,6
Influenza,2,Alabama,1,10_19,66
Other pharyngitis,2,Alabama,1,10_19,243
Other/None,2,Alabama,1,10_19,8358
Otitis media,2,Alabama,1,10_19,39
SSTIs,2,Alabama,1,10_19,29
Strep pharyngitis,2,Alabama,1,10_19,36
Acute sinusitis,3,Alabama,1,10_19,79
Bacterial pneumonia,3,Alabama,1,10_19,5
GI infections,3,Alabama,1,10_19,10
Influenza,3,Alabama,1,10_19,32
Other pharyngitis,3,Alabama,1,10_19,137
Other/None,3,Alabama,1,10_19,8132
Otitis media,3,Alabama,1,10_19,34
SSTIs,3,Alabama,1,10_19,26
Strep pharyngitis,3,Alabama,1,10_19,33
UTIs,3,Alabama,1,10_19,1
Acute sinusitis,4,Alabama,1,10_19,66
Bacterial pneumonia,4,Alabama,1,10_19,3
GI infections,4,Alabama,1,10_19,6
Influenza,4,Alabama,1,10_19,14
Other pharyngitis,4,Alabama,1,10_19,90
Other/None,4,Alabama,1,10_19,7064
Otitis media,4,Alabama,1,10_19,26
SSTIs,4,Alabama,1,10_19,29
Strep pharyngitis,4,Alabama,1,10_19,9
UTIs,4,Alabama,1,10_19,1
Acute sinusitis,5,Alabama,1,10_19,65
Bacterial pneumonia,5,Alabama,1,10_19,1
GI infections,5,Alabama,1,10_19,1
Influenza,5,Alabama,1,10_19,6
Other pharyngitis,5,Alabama,1,10_19,87
Other/None,5,Alabama,1,10_19,7639
Otitis media,5,Alabama,1,10_19,38
SSTIs,5,Alabama,1,10_19,30
Strep pharyngitis,5,Alabama,1,10_19,5
UTIs,5,Alabama,1,10_19,3
Acute sinusitis,6,Alabama,1,10_19,19
Bacterial pneumonia,6,Alabama,1,10_19,8
Fungal pneumonia,6,Alabama,1,10_19,1
GI infections,6,Alabama,1,10_19,3
Other pharyngitis,6,Alabama,1,10_19,38
Other/None,6,Alabama,1,10_19,6885
Otitis media,6,Alabama,1,10_19,24
SSTIs,6,Alabama,1,10_19,33
Strep pharyngitis,6,Alabama,1,10_19,6
UTIs,6,Alabama,1,10_19,2
Acute sinusitis,7,Alabama,1,10_19,20
Bacterial pneumonia,7,Alabama,1,10_19,1
GI infections,7,Alabama,1,10_19,6
Influenza,7,Alabama,1,10_19,1
Other pharyngitis,7,Alabama,1,10_19,38
Other/None,7,Alabama,1,10_19,6889
Otitis media,7,Alabama,1,10_19,16
SSTIs,7,Alabama,1,10_19,35
Strep pharyngitis,7,Alabama,1,10_19,1
Acute sinusitis,8,Alabama,1,10_19,70
Bacterial pneumonia,8,Alabama,1,10_19,2
GI infections,8,Alabama,1,10_19,6
Influenza,8,Alabama,1,10_19,2
Other pharyngitis,8,Alabama,1,10_19,110
Other/None,8,Alabama,1,10_19,8553
Otitis media,8,Alabama,1,10_19,39
SSTIs,8,Alabama,1,10_19,36
Strep pharyngitis,8,Alabama,1,10_19,7
Acute sinusitis,9,Alabama,1,10_19,83
Bacterial pneumonia,9,Alabama,1,10_19,1
GI infections,9,Alabama,1,10_19,3
Influenza,9,Alabama,1,10_19,4
Other pharyngitis,9,Alabama,1,10_19,82
Other/None,9,Alabama,1,10_19,7790
Otitis media,9,Alabama,1,10_19,17
SSTIs,9,Alabama,1,10_19,43
Strep pharyngitis,9,Alabama,1,10_19,10
UTIs,9,Alabama,1,10_19,3
Acute sinusitis,10,Alabama,1,10_19,56
Bacterial pneumonia,10,Alabama,1,10_19,4
GI infections,10,Alabama,1,10_19,5
Influenza,10,Alabama,1,10_19,9
Other pharyngitis,10,Alabama,1,10_19,121
Other/None,10,Alabama,1,10_19,9212
Otitis media,10,Alabama,1,10_19,30
SSTIs,10,Alabama,1,10_19,43
Strep pharyngitis,10,Alabama,1,10_19,12
UTIs,10,Alabama,1,10_19,3
Acute sinusitis,11,Alabama,1,10_19,92
Bacterial pneumonia,11,Alabama,1,10_19,6
GI infections,11,Alabama,1,10_19,6
Influenza,11,Alabama,1,10_19,13
Other pharyngitis,11,Alabama,1,10_19,135
Other/None,11,Alabama,1,10_19,8259
Otitis media,11,Alabama,1,10_19,26
SSTIs,11,Alabama,1,10_19,35
Strep pharyngitis,11,Alabama,1,10_19,13
UTIs,11,Alabama,1,10_19,3
Acute sinusitis,12,Alabama,1,10_19,72
Bacterial pneumonia,12,Alabama,1,10_19,2
GI infections,12,Alabama,1,10_19,7
Influenza,12,Alabama,1,10_19,28
Other pharyngitis,12,Alabama,1,10_19,145
Other/None,12,Alabama,1,10_19,6960
Otitis media,12,Alabama,1,10_19,34
SSTIs,12,Alabama,1,10_19,21
Strep pharyngitis,12,Alabama,1,10_19,17
UTIs,12,Alabama,1,10_19,4
Acute sinusitis,1,Alabama,2,10_19,100
Bacterial pneumonia,1,Alabama,2,10_19,2
GI infections,1,Alabama,2,10_19,1
Influenza,1,Alabama,2,10_19,30
Other pharyngitis,1,Alabama,2,10_19,176
Other/None,1,Alabama,2,10_19,9522
Otitis media,1,Alabama,2,10_19,23
SSTIs,1,Alabama,2,10_19,28
Strep pharyngitis,1,Alabama,2,10_19,23
UTIs,1,Alabama,2,10_19,18
Acute sinusitis,2,Alabama,2,10_19,141
Bacterial pneumonia,2,Alabama,2,10_19,1
GI infections,2,Alabama,2,10_19,6
Influenza,2,Alabama,2,10_19,56
Other pharyngitis,2,Alabama,2,10_19,266
Other/None,2,Alabama,2,10_19,10036
Otitis media,2,Alabama,2,10_19,37
SSTIs,2,Alabama,2,10_19,36
Strep pharyngitis,2,Alabama,2,10_19,46
UTIs,2,Alabama,2,10_19,18
Viral pneumonia,2,Alabama,2,10_19,1
Acute sinusitis,3,Alabama,2,10_19,101
Bacterial pneumonia,3,Alabama,2,10_19,3
GI infections,3,Alabama,2,10_19,8
Influenza,3,Alabama,2,10_19,30
Other pharyngitis,3,Alabama,2,10_19,187
Other/None,3,Alabama,2,10_19,9945
Otitis media,3,Alabama,2,10_19,28
SSTIs,3,Alabama,2,10_19,24
Strep pharyngitis,3,Alabama,2,10_19,25
UTIs,3,Alabama,2,10_19,16
Acute sinusitis,4,Alabama,2,10_19,65
Bacterial pneumonia,4,Alabama,2,10_19,1
GI infections,4,Alabama,2,10_19,5
Influenza,4,Alabama,2,10_19,12
Other pharyngitis,4,Alabama,2,10_19,113
Other/None,4,Alabama,2,10_19,8401
Otitis media,4,Alabama,2,10_19,20
SSTIs,4,Alabama,2,10_19,26
