COND2,MONTH,STATE,SEX,AGEGRP,NVISITS
UTIs,12,Alabama,1,00_04,3
Viral pneumonia,12,Alabama,1,00_04,1
Acute sinusitis,1,Alabama,2,00_04,26
Bacterial pneumonia,1,Alabama,2,00_04,7
GI infections,1,Alabama,2,00_04,6
Influenza,1,Alabama,2,00_04,74
Other pharyngitis,1,Alabama,2,00_04,87
Other/None,1,Alabama,2,00_04,4208
Otitis media,1,Alabama,2,00_04,148
SSTIs,1,Alabama,2,00_04,10
Strep pharyngitis,1,Alabama,2,00_04,16
UTIs,1,Alabama,2,00_04,9
Viral pneumonia,1,Alabama,2,00_04,1
Acute sinusitis,2,Alabama,2,00_04,25
Bacterial pneumonia,2,Alabama,2,00_04,1
GI infections,2,Alabama,2,00_04,3
Influenza,2,Alabama,2,00_04,35
Other pharyngitis,2,Alabama,2,00_04,71
Other/None,2,Alabama,2,00_04,3397
Otitis media,2,Alabama,2,00_04,94
SSTIs,2,Alabama,2,00_04,8
Strep pharyngitis,2,Alabama,2,00_04,12
UTIs,2,Alabama,2,00_04,6
Acute sinusitis,3,Alabama,2,00_04,37
Bacterial pneumonia,3,Alabama,2,00_04,3
GI infections,3,Alabama,2,00_04,9
Influenza,3,Alabama,2,00_04,4
Other pharyngitis,3,Alabama,2,00_04,58
Other/None,3,Alabama,2,00_04,3347
Otitis media,3,Alabama,2,00_04,118
SSTIs,3,Alabama,2,00_04,10
Strep pharyngitis,3,Alabama,2,00_04,7
UTIs,3,Alabama,2,00_04,6
Viral pneumonia,3,Alabama,2,00_04,2
Acute sinusitis,4,Alabama,2,00_04,35
Bacterial pneumonia,4,Alabama,2,00_04,3
GI infections,4,Alabama,2,00_04,2
Influenza,4,Alabama,2,00_04,1
Other pharyngitis,4,Alabama,2,00_04,61
Other/None,4,Alabama,2,00_04,3251
Otitis media,4,Alabama,2,00_04,109
SSTIs,4,Alabama,2,00_04,14
Strep pharyngitis,4,Alabama,2,00_04,6
UTIs,4,Alabama,2,00_04,2
Acute sinusitis,5,Alabama,2,00_04,17
Bacterial pneumonia,5,Alabama,2,00_04,1
GI infections,5,Alabama,2,00_04,4
Other pharyngitis,5,Alabama,2,00_04,63
Other/None,5,Alabama,2,00_04,3119
Otitis media,5,Alabama,2,00_04,74
SSTIs,5,Alabama,2,00_04,11
Strep pharyngitis,5,Alabama,2,00_04,9
UTIs,5,Alabama,2,00_04,6
Acute sinusitis,6,Alabama,2,00_04,18
Bacterial pneumonia,6,Alabama,2,00_04,3
GI infections,6,Alabama,2,00_04,4
Other pharyngitis,6,Alabama,2,00_04,39
Other/None,6,Alabama,2,00_04,2744
Otitis media,6,Alabama,2,00_04,69
SSTIs,6,Alabama,2,00_04,10
Strep pharyngitis,6,Alabama,2,00_04,6
UTIs,6,Alabama,2,00_04,3
Acute sinusitis,7,Alabama,2,00_04,8
Bacterial pneumonia,7,Alabama,2,00_04,3
GI infections,7,Alabama,2,00_04,5
Other pharyngitis,7,Alabama,2,00_04,39
Other/None,7,Alabama,2,00_04,2849
Otitis media,7,Alabama,2,00_04,45
SSTIs,7,Alabama,2,00_04,18
Strep pharyngitis,7,Alabama,2,00_04,8
UTIs,7,Alabama,2,00_04,3
Acute sinusitis,8,Alabama,2,00_04,24
GI infections,8,Alabama,2,00_04,3
Other pharyngitis,8,Alabama,2,00_04,63
Other/None,8,Alabama,2,00_04,3146
Otitis media,8,Alabama,2,00_04,76
SSTIs,8,Alabama,2,00_04,25
Strep pharyngitis,8,Alabama,2,00_04,4
UTIs,8,Alabama,2,00_04,4
Acute sinusitis,9,Alabama,2,00_04,24
Bacterial pneumonia,9,Alabama,2,00_04,3
GI infections,9,Alabama,2,00_04,8
Influenza,9,Alabama,2,00_04,1
Other pharyngitis,9,Alabama,2,00_04,61
Other/None,9,Alabama,2,00_04,3023
Otitis media,9,Alabama,2,00_04,81
SSTIs,9,Alabama,2,00_04,21
Strep pharyngitis,9,Alabama,2,00_04,14
UTIs,9,Alabama,2,00_04,9
Acute sinusitis,10,Alabama,2,00_04,31
Bacterial pneumonia,10,Alabama,2,00_04,3
GI infections,10,Alabama,2,00_04,7
Influenza,10,Alabama,2,00_04,4
Other pharyngitis,10,Alabama,2,00_04,51
Other/None,10,Alabama,2,00_04,4015
Otitis media,10,Alabama,2,00_04,102
SSTIs,10,Alabama,2,00_04,17
Strep pharyngitis,10,Alabama,2,00_04,8
UTIs,10,Alabama,2,00_04,10
Acute sinusitis,11,Alabama,2,00_04,56
Bacterial pneumonia,11,Alabama,2,00_04,8
GI infections,11,Alabama,2,00_04,3
Influenza,11,Alabama,2,00_04,4
Other pharyngitis,11,Alabama,2,00_04,86
Other/None,11,Alabama,2,00_04,3526
Otitis media,11,Alabama,2,00_04,148
SSTIs,11,Alabama,2,00_04,9
Strep pharyngitis,11,Alabama,2,00_04,15
UTIs,11,Alabama,2,00_04,11
Viral pneumonia,11,Alabama,2,00_04,1
Acute sinusitis,12,Alabama,2,00_04,45
Bacterial pneumonia,12,Alabama,2,00_04,9
GI infections,12,Alabama,2,00_04,2
Influenza,12,Alabama,2,00_04,11
Other pharyngitis,12,Alabama,2,00_04,115
Other/None,12,Alabama,2,00_04,2997
Otitis media,12,Alabama,2,00_04,145
SSTIs,12,Alabama,2,00_04,7
Strep pharyngitis,12,Alabama,2,00_04,16
UTIs,12,Alabama,2,00_04,6
Acute sinusitis,1,Alabama,1,05_09,14
Bacterial pneumonia,1,Alabama,1,05_09,4
Influenza,1,Alabama,1,05_09,63
Other pharyngitis,1,Alabama,1,05_09,121
Other/None,1,Alabama,1,05_09,3562
Otitis media,1,Alabama,1,05_09,38
SSTIs,1,Alabama,1,05_09,10
Strep pharyngitis,1,Alabama,1,05_09,27
UTIs,1,Alabama,1,05_09,1
Acute sinusitis,2,Alabama,1,05_09,35
Bacterial pneumonia,2,Alabama,1,05_09,5
GI infections,2,Alabama,1,05_09,5
Influenza,2,Alabama,1,05_09,55
Other pharyngitis,2,Alabama,1,05_09,105
Other/None,2,Alabama,1,05_09,3560
Otitis media,2,Alabama,1,05_09,45
SSTIs,2,Alabama,1,05_09,7
Strep pharyngitis,2,Alabama,1,05_09,25
Acute sinusitis,3,Alabama,1,05_09,33
Bacterial pneumonia,3,Alabama,1,05_09,1
GI infections,3,Alabama,1,05_09,3
Influenza,3,Alabama,1,05_09,6
Other pharyngitis,3,Alabama,1,05_09,73
Other/None,3,Alabama,1,05_09,3317
Otitis media,3,Alabama,1,05_09,32
SSTIs,3,Alabama,1,05_09,10
Strep pharyngitis,3,Alabama,1,05_09,13
UTIs,3,Alabama,1,05_09,1
Acute sinusitis,4,Alabama,1,05_09,27
Bacterial pneumonia,4,Alabama,1,05_09,1
GI infections,4,Alabama,1,05_09,3
Other pharyngitis,4,Alabama,1,05_09,53
Other/None,4,Alabama,1,05_09,3232
Otitis media,4,Alabama,1,05_09,19
SSTIs,4,Alabama,1,05_09,15
Strep pharyngitis,4,Alabama,1,05_09,10
UTIs,4,Alabama,1,05_09,1
Acute sinusitis,5,Alabama,1,05_09,18
Bacterial pneumonia,5,Alabama,1,05_09,2
GI infections,5,Alabama,1,05_09,1
Other pharyngitis,5,Alabama,1,05_09,49
Other/None,5,Alabama,1,05_09,3127
Otitis media,5,Alabama,1,05_09,26
SSTIs,5,Alabama,1,05_09,12
Strep pharyngitis,5,Alabama,1,05_09,8
Acute sinusitis,6,Alabama,1,05_09,15
GI infections,6,Alabama,1,05_09,1
Influenza,6,Alabama,1,05_09,2
Other pharyngitis,6,Alabama,1,05_09,26
Other/None,6,Alabama,1,05_09,2799
Otitis media,6,Alabama,1,05_09,23
SSTIs,6,Alabama,1,05_09,17
Strep pharyngitis,6,Alabama,1,05_09,4
UTIs,6,Alabama,1,05_09,1
Acute sinusitis,7,Alabama,1,05_09,10
Bacterial pneumonia,7,Alabama,1,05_09,1
GI infections,7,Alabama,1,05_09,2
Other pharyngitis,7,Alabama,1,05_09,18
Other/None,7,Alabama,1,05_09,3055
Otitis media,7,Alabama,1,05_09,19
SSTIs,7,Alabama,1,05_09,23
Strep pharyngitis,7,Alabama,1,05_09,3
Acute sinusitis,8,Alabama,1,05_09,22
Bacterial pneumonia,8,Alabama,1,05_09,1
GI infections,8,Alabama,1,05_09,5
Influenza,8,Alabama,1,05_09,3
Other pharyngitis,8,Alabama,1,05_09,56
Other/None,8,Alabama,1,05_09,3485
Otitis media,8,Alabama,1,05_09,28
SSTIs,8,Alabama,1,05_09,28
Strep pharyngitis,8,Alabama,1,05_09,5
UTIs,8,Alabama,1,05_09,1
Acute sinusitis,9,Alabama,1,05_09,24
Bacterial pneumonia,9,Alabama,1,05_09,2
GI infections,9,Alabama,1,05_09,2
Influenza,9,Alabama,1,05_09,1
Other pharyngitis,9,Alabama,1,05_09,75
Other/None,9,Alabama,1,05_09,3477
Otitis media,9,Alabama,1,05_09,20
SSTIs,9,Alabama,1,05_09,12
Strep pharyngitis,9,Alabama,1,05_09,7
Acute sinusitis,10,Alabama,1,05_09,36
Bacterial pneumonia,10,Alabama,1,05_09,1
GI infections,10,Alabama,1,05_09,4
Influenza,10,Alabama,1,05_09,2
Other pharyngitis,10,Alabama,1,05_09,78
Other/None,10,Alabama,1,05_09,4499
Otitis media,10,Alabama,1,05_09,26
SSTIs,10,Alabama,1,05_09,13
Strep pharyngitis,10,Alabama,1,05_09,15
Acute sinusitis,11,Alabama,1,05_09,34
Bacterial pneumonia,11,Alabama,1,05_09,2
GI infections,11,Alabama,1,05_09,3
Influenza,11,Alabama,1,05_09,2
Other pharyngitis,11,Alabama,1,05_09,70
Other/None,11,Alabama,1,05_09,3518
Otitis media,11,Alabama,1,05_09,36
SSTIs,11,Alabama,1,05_09,14
Strep pharyngitis,11,Alabama,1,05_09,12
Acute sinusitis,12,Alabama,1,05_09,38
Bacterial pneumonia,12,Alabama,1,05_09,12
GI infections,12,Alabama,1,05_09,5
Influenza,12,Alabama,1,05_09,10
Other pharyngitis,12,Alabama,1,05_09,79
Other/None,12,Alabama,1,05_09,2911
Otitis media,12,Alabama,1,05_09,39
SSTIs,12,Alabama,1,05_09,9
Strep pharyngitis,12,Alabama,1,05_09,18
Acute sinusitis,1,Alabama,2,05_09,29
Bacterial pneumonia,1,Alabama,2,05_09,7
GI infections,1,Alabama,2,05_09,4
Influenza,1,Alabama,2,05_09,68
Other pharyngitis,1,Alabama,2,05_09,102
Other/None,1,Alabama,2,05_09,3196
Otitis media,1,Alabama,2,05_09,28
SSTIs,1,Alabama,2,05_09,7
Strep pharyngitis,1,Alabama,2,05_09,22
UTIs,1,Alabama,2,05_09,4
Viral pneumonia,1,Alabama,2,05_09,1
Acute sinusitis,2,Alabama,2,05_09,27
Bacterial pneumonia,2,Alabama,2,05_09,2
GI infections,2,Alabama,2,05_09,3
Influenza,2,Alabama,2,05_09,64
Other pharyngitis,2,Alabama,2,05_09,136
Other/None,2,Alabama,2,05_09,3111
Otitis media,2,Alabama,2,05_09,34
SSTIs,2,Alabama,2,05_09,6
Strep pharyngitis,2,Alabama,2,05_09,25
UTIs,2,Alabama,2,05_09,5
Acute sinusitis,3,Alabama,2,05_09,23
Bacterial pneumonia,3,Alabama,2,05_09,1
GI infections,3,Alabama,2,05_09,2
Influenza,3,Alabama,2,05_09,5
Other pharyngitis,3,Alabama,2,05_09,60
Other/None,3,Alabama,2,05_09,2739
Otitis media,3,Alabama,2,05_09,35
SSTIs,3,Alabama,2,05_09,10
Strep pharyngitis,3,Alabama,2,05_09,16
UTIs,3,Alabama,2,05_09,5
Acute sinusitis,4,Alabama,2,05_09,32
Bacterial pneumonia,4,Alabama,2,05_09,2
GI infections,4,Alabama,2,05_09,2
Influenza,4,Alabama,2,05_09,2
Other pharyngitis,4,Alabama,2,05_09,54
Other/None,4,Alabama,2,05_09,2623
Otitis media,4,Alabama,2,05_09,16
SSTIs,4,Alabama,2,05_09,15
Strep pharyngitis,4,Alabama,2,05_09,13
UTIs,4,Alabama,2,05_09,5
Acute sinusitis,5,Alabama,2,05_09,20
Bacterial pneumonia,5,Alabama,2,05_09,2
GI infections,5,Alabama,2,05_09,2
Influenza,5,Alabama,2,05_09,1
Other pharyngitis,5,Alabama,2,05_09,55
Other/None,5,Alabama,2,05_09,2597
Otitis media,5,Alabama,2,05_09,19
SSTIs,5,Alabama,2,05_09,23
Strep pharyngitis,5,Alabama,2,05_09,16
UTIs,5,Alabama,2,05_09,8
Acute sinusitis,6,Alabama,2,05_09,9
Bacterial pneumonia,6,Alabama,2,05_09,2
GI infections,6,Alabama,2,05_09,1
Influenza,6,Alabama,2,05_09,1
Other pharyngitis,6,Alabama,2,05_09,23
Other/None,6,Alabama,2,05_09,2266
Otitis media,6,Alabama,2,05_09,23
SSTIs,6,Alabama,2,05_09,17
Strep pharyngitis,6,Alabama,2,05_09,3
UTIs,6,Alabama,2,05_09,7
Acute sinusitis,7,Alabama,2,05_09,7
Bacterial pneumonia,7,Alabama,2,05_09,1
GI infections,7,Alabama,2,05_09,2
Other pharyngitis,7,Alabama,2,05_09,24
Other/None,7,Alabama,2,05_09,2518
Otitis media,7,Alabama,2,05_09,20
SSTIs,7,Alabama,2,05_09,20
Strep pharyngitis,7,Alabama,2,05_09,5
UTIs,7,Alabama,2,05_09,1
Viral pneumonia,7,Alabama,2,05_09,1
Acute sinusitis,8,Alabama,2,05_09,23
GI infections,8,Alabama,2,05_09,1
Other pharyngitis,8,Alabama,2,05_09,64
Other/None,8,Alabama,2,05_09,2809
Otitis media,8,Alabama,2,05_09,19
SSTIs,8,Alabama,2,05_09,17
Strep pharyngitis,8,Alabama,2,05_09,7
UTIs,8,Alabama,2,05_09,6
Acute sinusitis,9,Alabama,2,05_09,25
Bacterial pneumonia,9,Alabama,2,05_09,2
GI infections,9,Alabama,2,05_09,1
Influenza,9,Alabama,2,05_09,1
Other pharyngitis,9,Alabama,2,05_09,58
Other/None,9,Alabama,2,05_09,2924
Otitis media,9,Alabama,2,05_09,20
SSTIs,9,Alabama,2,05_09,11
Strep pharyngitis,9,Alabama,2,05_09,14
UTIs,9,Alabama,2,05_09,6
Acute sinusitis,10,Alabama,2,05_09,20
Bacterial pneumonia,10,Alabama,2,05_09,1
GI infections,10,Alabama,2,05_09,3
Influenza,10,Alabama,2,05_09,2
Other pharyngitis,10,Alabama,2,05_09,61
Other/None,10,Alabama,2,05_09,3753
Otitis media,10,Alabama,2,05_09,17
SSTIs,10,Alabama,2,05_09,15
Strep pharyngitis,10,Alabama,2,05_09,17
UTIs,10,Alabama,2,05_09,6
Acute sinusitis,11,Alabama,2,05_09,30
Bacterial pneumonia,11,Alabama,2,05_09,3
GI infections,11,Alabama,2,05_09,3
Influenza,11,Alabama,2,05_09,6
Other pharyngitis,11,Alabama,2,05_09,79
Other/None,11,Alabama,2,05_09,3044
Otitis media,11,Alabama,2,05_09,31
SSTIs,11,Alabama,2,05_09,12
Strep pharyngitis,11,Alabama,2,05_09,13
UTIs,11,Alabama,2,05_09,1
Acute sinusitis,12,Alabama,2,05_09,28
Bacterial pneumonia,12,Alabama,2,05_09,5
Influenza,12,Alabama,2,05_09,11
Other pharyngitis,12,Alabama,2,05_09,73
Other/None,12,Alabama,2,05_09,2637
Otitis media,12,Alabama,2,05_09,34
SSTIs,12,Alabama,2,05_09,4
Strep pharyngitis,12,Alabama,2,05_09,23
UTIs,12,Alabama,2,05_09,4
Viral pneumonia,12,Alabama,2,05_09,3
Acute sinusitis,1,Alabama,1,10_19,83
Bacterial pneumonia,1,Alabama,1,10_19,7
GI infections,1,Alabama,1,10_19,6
Influenza,1,Alabama,1,10_19,97
Other pharyngitis,1,Alabama,1,10_19,222
Other/None,1,Alabama,1,10_19,8211
Otitis media,1,Alabama,1,10_19,37
SSTIs,1,Alabama,1,10_19,25
Strep pharyngitis,1,Alabama,1,10_19,29
UTIs,1,Alabama,1,10_19,3
Acute sinusitis,2,Alabama,1,10_19,88
Bacterial pneumonia,2,Alabama,1,10_19,8
GI infections,2,Alabama,1,10_19,7
Influenza,2,Alabama,1,10_19,93
Other pharyngitis,2,Alabama,1,10_19,229
Other/None,2,Alabama,1,10_19,7952
Otitis media,2,Alabama,1,10_19,30
SSTIs,2,Alabama,1,10_19,25
Strep pharyngitis,2,Alabama,1,10_19,26
UTIs,2,Alabama,1,10_19,1
Acute sinusitis,3,Alabama,1,10_19,92
GI infections,3,Alabama,1,10_19,8
Influenza,3,Alabama,1,10_19,13
Other pharyngitis,3,Alabama,1,10_19,119
Other/None,3,Alabama,1,10_19,7201
Otitis media,3,Alabama,1,10_19,20
SSTIs,3,Alabama,1,10_19,32
Strep pharyngitis,3,Alabama,1,10_19,9
UTIs,3,Alabama,1,10_19,2
Viral pneumonia,3,Alabama,1,10_19,1
Acute sinusitis,4,Alabama,1,10_19,66
Bacterial pneumonia,4,Alabama,1,10_19,2
GI infections,4,Alabama,1,10_19,10
Influenza,4,Alabama,1,10_19,5
Other pharyngitis,4,Alabama,1,10_19,107
Other/None,4,Alabama,1,10_19,7186
Otitis media,4,Alabama,1,10_19,30
SSTIs,4,Alabama,1,10_19,29
Strep pharyngitis,4,Alabama,1,10_19,9
Acute sinusitis,5,Alabama,1,10_19,58
Bacterial pneumonia,5,Alabama,1,10_19,1
GI infections,5,Alabama,1,10_19,6
Influenza,5,Alabama,1,10_19,4
Other pharyngitis,5,Alabama,1,10_19,76
Other/None,5,Alabama,1,10_19,7114
Otitis media,5,Alabama,1,10_19,21
SSTIs,5,Alabama,1,10_19,34
Strep pharyngitis,5,Alabama,1,10_19,11
UTIs,5,Alabama,1,10_19,2
Acute sinusitis,6,Alabama,1,10_19,27
Bacterial pneumonia,6,Alabama,1,10_19,1
GI infections,6,Alabama,1,10_19,4
Other pharyngitis,6,Alabama,1,10_19,26
Other/None,6,Alabama,1,10_19,6355
Otitis media,6,Alabama,1,10_19,26
SSTIs,6,Alabama,1,10_19,37
Strep pharyngitis,6,Alabama,1,10_19,5
UTIs,6,Alabama,1,10_19,2
Acute sinusitis,7,Alabama,1,10_19,12
GI infections,7,Alabama,1,10_19,4
Other pharyngitis,7,Alabama,1,10_19,37
Other/None,7,Alabama,1,10_19,7062
Otitis media,7,Alabama,1,10_19,22
SSTIs,7,Alabama,1,10_19,36
Strep pharyngitis,7,Alabama,1,10_19,3
UTIs,7,Alabama,1,10_19,1
Acute sinusitis,8,Alabama,1,10_19,70
Bacterial pneumonia,8,Alabama,1,10_19,1
GI infections,8,Alabama,1,10_19,6
Influenza,8,Alabama,1,10_19,4
Other pharyngitis,8,Alabama,1,10_19,102
Other/None,8,Alabama,1,10_19,8431
Otitis media,8,Alabama,1,10_19,24
SSTIs,8,Alabama,1,10_19,42
Strep pharyngitis,8,Alabama,1,10_19,16
UTIs,8,Alabama,1,10_19,2
Acute sinusitis,9,Alabama,1,10_19,66
Bacterial pneumonia,9,Alabama,1,10_19,1
GI infections,9,Alabama,1,10_19,8
Influenza,9,Alabama,1,10_19,4
Other pharyngitis,9,Alabama,1,10_19,87
Other/None,9,Alabama,1,10_19,7861
Otitis media,9,Alabama,1,10_19,15
SSTIs,9,Alabama,1,10_19,28
Strep pharyngitis,9,Alabama,1,10_19,4
UTIs,9,Alabama,1,10_19,4
Acute sinusitis,10,Alabama,1,10_19,82
Bacterial pneumonia,10,Alabama,1,10_19,4
GI infections,10,Alabama,1,10_19,6
Influenza,10,Alabama,1,10_19,4
Other pharyngitis,10,Alabama,1,10_19,108
Other/None,10,Alabama,1,10_19,9736
Otitis media,10,Alabama,1,10_19,25
SSTIs,10,Alabama,1,10_19,33
Strep pharyngitis,10,Alabama,1,10_19,14
UTIs,10,Alabama,1,10_19,1
Acute sinusitis,11,Alabama,1,10_19,75
Bacterial pneumonia,11,Alabama,1,10_19,1
GI infections,11,Alabama,1,10_19,5
Influenza,11,Alabama,1,10_19,4
Other pharyngitis,11,Alabama,1,10_19,119
Other/None,11,Alabama,1,10_19,7808
Otitis media,11,Alabama,1,10_19,19
SSTIs,11,Alabama,1,10_19,20
Strep pharyngitis,11,Alabama,1,10_19,10
UTIs,11,Alabama,1,10_19,3
Acute sinusitis,12,Alabama,1,10_19,75
Bacterial pneumonia,12,Alabama,1,10_19,4
GI infections,12,Alabama,1,10_19,2
Influenza,12,Alabama,1,10_19,14
Other pharyngitis,12,Alabama,1,10_19,122
Other/None,12,Alabama,1,10_19,6637
Otitis media,12,Alabama,1,10_19,28
SSTIs,12,Alabama,1,10_19,16
Strep pharyngitis,12,Alabama,1,10_19,7
UTIs,12,Alabama,1,10_19,4
Acute sinusitis,1,Alabama,2,10_19,99
Bacterial pneumonia,1,Alabama,2,10_19,11
GI infections,1,Alabama,2,10_19,5
Influenza,1,Alabama,2,10_19,90
Other pharyngitis,1,Alabama,2,10_19,229
Other/None,1,Alabama,2,10_19,9993
Otitis media,1,Alabama,2,10_19,33
SSTIs,1,Alabama,2,10_19,23
Strep pharyngitis,1,Alabama,2,10_19,26
UTIs,1,Alabama,2,10_19,20
Acute sinusitis,2,Alabama,2,10_19,123
Bacterial pneumonia,2,Alabama,2,10_19,3
GI infections,2,Alabama,2,10_19,4
Influenza,2,Alabama,2,10_19,82
Other pharyngitis,2,Alabama,2,10_19,265
Other/None,2,Alabama,2,10_19,9827
Otitis media,2,Alabama,2,10_19,34
SSTIs,2,Alabama,2,10_19,28
Strep pharyngitis,2,Alabama,2,10_19,15
UTIs,2,Alabama,2,10_19,17
Acute sinusitis,3,Alabama,2,10_19,83
Bacterial pneumonia,3,Alabama,2,10_19,6
GI infections,3,Alabama,2,10_19,5
Influenza,3,Alabama,2,10_19,12
Other pharyngitis,3,Alabama,2,10_19,139
Other/None,3,Alabama,2,10_19,8936
Otitis media,3,Alabama,2,10_19,35
SSTIs,3,Alabama,2,10_19,29
Strep pharyngitis,3,Alabama,2,10_19,12
UTIs,3,Alabama,2,10_19,12
Acute sinusitis,4,Alabama,2,10_19,88
Bacterial pneumonia,4,Alabama,2,10_19,1
GI infections,4,Alabama,2,10_19,8
Influenza,4,Alabama,2,10_19,5
Other pharyngitis,4,Alabama,2,10_19,117
Other/None,4,Alabama,2,10_19,9050
Otitis media,4,Alabama,2,10_19,33
SSTIs,4,Alabama,2,10_19,22
Strep pharyngitis,4,Alabama,2,10_19,15
UTIs,4,Alabama,2,10_19,15
Acute sinusitis,5,Alabama,2,10_19,74
GI infections,5,Alabama,2,10_19,4
Influenza,5,Alabama,2,10_19,1
Other pharyngitis,5,Alabama,2,10_19,91
Other/None,5,Alabama,2,10_19,8861
